display_item	figure_or_table	value	source_file	status
p	Figure 5	1.22569e-06	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	3.36079e-06	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	6.82732e-05	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	0.242836	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	8.18747e-23	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	2.07533e-13	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	3.5802e-12	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	3.00727e-11	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	1.17844e-08	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	1.69352e-08	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	0.0117661	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	0.0364747	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	9.905359999999999e-87	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	6.3568e-28	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	1.63648e-18	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	3.43009e-14	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	2.06446e-13	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	6.71271e-11	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	7.62106e-25	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	1.38312e-09	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	1.8838e-08	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	5.27572e-08	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	2.05832e-05	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	0.0475405	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	0.0669831	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
p	Figure 5	0.0676726	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure5_source_data.tsv	TRACEABLE
n	Figure 6	122.0	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
n	Figure 6	91.0	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
n	Figure 6	33.0	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
n	Figure 6	15.0	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
n	Figure 6	5.0	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
n	Figure 6	10.0	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.75434121107419	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.745851100006251	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.596904430146344	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.595072302373462	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.638935381600202	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.564517151019125	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.970896121406947	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.945450346716023	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.934370802757502	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.783383136118531	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.772827776987664	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.762405988931102	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.749264095248911	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.959989603131851	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
PP.H4.abf	Figure 6	0.959811371820983	/Volumes/EMPTY2TB/银屑病机制论文设计/psoriasis_endotype_comorbidity/results/figures/communications_biology_final/source_data/Figure6_source_data.tsv	TRACEABLE
