sample_name	axis	program_type	spatial_program	spot_spearman	n_spots
PP3	F7	CORE	fibroblast_inflammatory	0.4050857506906583	1463
PP3	F7	CORE	endothelial_vascular	0.3768137216032592	1463
PP3	F7	CORE	myeloid_dendritic	0.5208960120662113	1463
PP3	F7	CORE	T_NK_cytotoxic	0.44273038791821684	1463
PP3	F7	CORE	B_plasma	0.17438135180696931	1463
PP3	F7	EXTENDED	keratinocyte_basal	0.7087199123533849	1463
PP3	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.15298127379926707	1463
PP3	F7	EXTENDED	keratinocyte_inflammatory_T17	0.36403346414276166	1463
PP3	F7	EXTENDED	keratinocyte_stress_hypoxia	0.6395151821300035	1463
PP3	F7	EXTENDED	fibroblast_matrix	0.12012604772498839	1463
PP3	F7	EXTENDED	fibroblast_inflammatory	0.3699759377260508	1463
PP3	F7	EXTENDED	endothelial_vascular	0.3647392501160045	1463
PP3	F7	EXTENDED	myeloid_dendritic	0.5288398166372753	1463
PP3	F7	EXTENDED	T_NK_cytotoxic	0.48032077968372994	1463
PP3	F7	EXTENDED	B_plasma	0.18241482325216316	1463
PP4	F1	CORE	keratinocyte_basal	0.3777507417412254	1118
PP4	F1	CORE	keratinocyte_spinous_suprabasal	0.1407262091826091	1118
PP4	F1	CORE	keratinocyte_inflammatory_T17	0.11165867376283761	1118
PP4	F1	CORE	keratinocyte_stress_hypoxia	0.4399873149433822	1118
PP4	F1	CORE	fibroblast_matrix	-0.3450129107559466	1118
PP4	F1	CORE	fibroblast_inflammatory	-0.05475749944049509	1118
PP4	F1	CORE	endothelial_vascular	0.2634414052901607	1118
PP4	F1	CORE	myeloid_dendritic	0.43834131335982124	1118
PP4	F1	CORE	T_NK_cytotoxic	0.5100104526461672	1118
PP4	F1	CORE	B_plasma	0.35278570454238817	1118
PP4	F1	EXTENDED	keratinocyte_basal	0.2817176138269161	1118
PP4	F1	EXTENDED	keratinocyte_spinous_suprabasal	-0.009130639698723656	1118
PP4	F1	EXTENDED	keratinocyte_inflammatory_T17	-0.047489355499911005	1118
PP4	F1	EXTENDED	keratinocyte_stress_hypoxia	0.41230006802924124	1118
PP4	F1	EXTENDED	fibroblast_matrix	-0.25365525450178106	1118
PP4	F1	EXTENDED	fibroblast_inflammatory	0.011486571442649692	1118
PP4	F1	EXTENDED	endothelial_vascular	0.3616465267374624	1118
PP4	F1	EXTENDED	myeloid_dendritic	0.44320520503499183	1118
PP4	F1	EXTENDED	T_NK_cytotoxic	0.482565701726394	1118
PP4	F1	EXTENDED	B_plasma	0.34915165479659066	1118
PP4	F2	CORE	keratinocyte_basal	0.11791001203307051	1118
PP4	F2	CORE	keratinocyte_spinous_suprabasal	-0.14775814484598426	1118
PP4	F2	CORE	keratinocyte_inflammatory_T17	-0.19252542133881764	1118
PP4	F2	CORE	keratinocyte_stress_hypoxia	0.3147444570855846	1118
PP4	F2	CORE	fibroblast_matrix	-0.0993798563250888	1118
PP4	F2	CORE	fibroblast_inflammatory	0.13760250928900214	1118
PP4	F2	CORE	endothelial_vascular	0.5010766554361972	1118
PP4	F2	CORE	myeloid_dendritic	0.48246469694379074	1118
PP4	F2	CORE	T_NK_cytotoxic	0.4682586762869325	1118
PP4	F2	CORE	B_plasma	0.323618876175999	1118
PP4	F2	EXTENDED	keratinocyte_basal	0.0917161292130898	1118
PP4	F2	EXTENDED	keratinocyte_spinous_suprabasal	-0.18457812448882185	1118
PP4	F2	EXTENDED	keratinocyte_inflammatory_T17	-0.23080126615399066	1118
PP4	F2	EXTENDED	keratinocyte_stress_hypoxia	0.29899192680226755	1118
PP4	F2	EXTENDED	fibroblast_matrix	-0.06724748412659644	1118
PP4	F2	EXTENDED	fibroblast_inflammatory	0.1593350977011359	1118
PP4	F2	EXTENDED	endothelial_vascular	0.5223098127187182	1118
PP4	F2	EXTENDED	myeloid_dendritic	0.47881208380328544	1118
PP4	F2	EXTENDED	T_NK_cytotoxic	0.4568004339704254	1118
PP4	F2	EXTENDED	B_plasma	0.3165328357389665	1118
PP4	F6	CORE	keratinocyte_basal	0.5346416154374284	1118
PP4	F6	CORE	keratinocyte_spinous_suprabasal	0.31552318086474646	1118
PP4	F6	CORE	keratinocyte_inflammatory_T17	0.3002329837261796	1118
PP4	F6	CORE	keratinocyte_stress_hypoxia	0.5290087819113116	1118
PP4	F6	CORE	fibroblast_matrix	-0.47601508424654204	1118
PP4	F6	CORE	fibroblast_inflammatory	-0.18658878210859142	1118
PP4	F6	CORE	endothelial_vascular	0.13780601327853081	1118
PP4	F6	CORE	myeloid_dendritic	0.4047984949251775	1118
PP4	F6	CORE	T_NK_cytotoxic	0.4926503007987503	1118
PP4	F6	CORE	B_plasma	0.3390627935592748	1118
PP4	F6	EXTENDED	keratinocyte_basal	0.4920387084256417	1118
PP4	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.21870676580391593	1118
PP4	F6	EXTENDED	keratinocyte_inflammatory_T17	0.1890225755503215	1118
PP4	F6	EXTENDED	keratinocyte_stress_hypoxia	0.5097946319549035	1118
PP4	F6	EXTENDED	fibroblast_matrix	-0.4441721777020438	1118
PP4	F6	EXTENDED	fibroblast_inflammatory	-0.14514307034076954	1118
PP4	F6	EXTENDED	endothelial_vascular	0.2046085367526801	1118
PP4	F6	EXTENDED	myeloid_dendritic	0.4038981373226864	1118
PP4	F6	EXTENDED	T_NK_cytotoxic	0.49173007297303883	1118
PP4	F6	EXTENDED	B_plasma	0.3490690607823359	1118
PP4	F7	CORE	keratinocyte_basal	0.4239373067293272	1118
PP4	F7	CORE	keratinocyte_spinous_suprabasal	0.1532586529635479	1118
PP4	F7	CORE	keratinocyte_inflammatory_T17	0.12443898019847321	1118
PP4	F7	CORE	keratinocyte_stress_hypoxia	0.47532696814110625	1118
PP4	F7	CORE	fibroblast_matrix	-0.40131537290532515	1118
PP4	F7	CORE	fibroblast_inflammatory	-0.10835219803832956	1118
PP4	F7	CORE	endothelial_vascular	0.21804020134790977	1118
PP4	F7	CORE	myeloid_dendritic	0.40707085762035605	1118
PP4	F7	CORE	T_NK_cytotoxic	0.47491497186185655	1118
PP4	F7	CORE	B_plasma	0.35590136839722775	1118
PP4	F7	EXTENDED	keratinocyte_basal	0.45688747269955243	1118
PP4	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.19325658316863017	1118
PP4	F7	EXTENDED	keratinocyte_inflammatory_T17	0.16826728154704912	1118
PP4	F7	EXTENDED	keratinocyte_stress_hypoxia	0.5012619457392501	1118
PP4	F7	EXTENDED	fibroblast_matrix	-0.42667537801545036	1118
PP4	F7	EXTENDED	fibroblast_inflammatory	-0.12228091359232057	1118
PP4	F7	EXTENDED	endothelial_vascular	0.21083325741649803	1118
PP4	F7	EXTENDED	myeloid_dendritic	0.41996207055942797	1118
PP4	F7	EXTENDED	T_NK_cytotoxic	0.49686310887220486	1118
PP4	F7	EXTENDED	B_plasma	0.36036183021583057	1118
