gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
MRPS22	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS23	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS24	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS25	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS26	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS27	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS28	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS30	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS31	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS33	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS34	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS35	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS5	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS6	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS7	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPS9	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-RNR1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-RNR2	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TV	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
OXA1L	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PTCD3	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
EP300	Reactome::Expression of BMAL (ARNTL), CLOCK, and NPAS2;Reactome::Regulation of beta-cell development;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.8705734610557556	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MAPK1	Reactome::Insulin receptor signalling cascade;Reactome::Signaling by Insulin receptor;Reactome::Signaling by TGFB family members;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.8489307165145874	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MAPK3	Reactome::Insulin receptor signalling cascade;Reactome::Signaling by Insulin receptor;Reactome::Signaling by TGFB family members;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.8489307165145874	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
INS	Reactome::Insulin receptor signalling cascade;Reactome::Regulation of beta-cell development;Reactome::Signaling by Insulin receptor;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.846696376800537	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY1	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY2	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY3	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY4	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY5	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY6	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY7	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY8	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ADCY9	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CALM1	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
NBEA	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKACA	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKACB	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKACG	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKAR1A	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKAR1B	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKAR2A	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKAR2B	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKX	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	2.841373085975647	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ATP6	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ATP8	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-CO1	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-CO2	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-CO3	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-CYB	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ND1	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ND2	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ND3	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ND4	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ND4L	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ND5	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-ND6	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	2.38006591796875	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CUL1	Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Negative regulation of NOTCH4 signaling	Reactome	negative	2.1905311942100525	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
SKP1	Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Negative regulation of NOTCH4 signaling	Reactome	negative	2.1905311942100525	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
RXRA	Reactome::Expression of BMAL (ARNTL), CLOCK, and NPAS2;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.161824941635132	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MYF5	Reactome::Myogenesis;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.157949686050415	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MYF6	Reactome::Myogenesis;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.157949686050415	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MYOD1	Reactome::Myogenesis;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.157949686050415	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MYOG	Reactome::Myogenesis;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.157949686050415	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
TCF12	Reactome::Myogenesis;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.157949686050415	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
TCF3	Reactome::Myogenesis;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.157949686050415	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
TCF4	Reactome::Myogenesis;Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression	Reactome	positive	2.157949686050415	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
AGO1	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
AGO2	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
AGO3	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
AGO4	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MOV10	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
TNRC6A	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
TNRC6B	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
TNRC6C	Reactome::Signaling by TGFB family members;Reactome::TGFBR3 expression;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.157946825027466	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
GRB2	Reactome::Insulin receptor signalling cascade;Reactome::RHOU GTPase cycle;Reactome::Signaling by Insulin receptor	Reactome	positive	2.1567609310150146	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3R1	Reactome::Insulin receptor signalling cascade;Reactome::RHOU GTPase cycle;Reactome::Signaling by Insulin receptor	Reactome	positive	2.1567609310150146	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3R2	Reactome::Insulin receptor signalling cascade;Reactome::RHOU GTPase cycle;Reactome::Signaling by Insulin receptor	Reactome	positive	2.1567609310150146	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CREBBP	Reactome::Expression of BMAL (ARNTL), CLOCK, and NPAS2;Reactome::Regulation of beta-cell development;Reactome::Transcriptional Regulation by NPAS4	Reactome	positive	2.141482174396515	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
FGF2	Reactome::Insulin receptor signalling cascade;Reactome::Signaling by Insulin receptor;Reactome::Signaling by TGFB family members	Reactome	positive	2.134502947330475	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
AKT2	Reactome::Insulin receptor signalling cascade;Reactome::Regulation of beta-cell development;Reactome::Signaling by Insulin receptor	Reactome	positive	2.1322686076164246	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
FGF10	Reactome::Insulin receptor signalling cascade;Reactome::Regulation of beta-cell development;Reactome::Signaling by Insulin receptor	Reactome	positive	2.1322686076164246	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CAMK2A	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CAMK2B	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CAMK2D	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CAMK2G	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CAMK4	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CAMKK1	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CAMKK2	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
GRK2	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
KPNA2	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PDE1A	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PDE1B	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PDE1C	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKCA	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKCD	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PRKCG	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling	Reactome	positive	2.1162173748016357	3	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MTFMT	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation initiation	Reactome	negative	1.5897860527038574	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MTIF2	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation initiation	Reactome	negative	1.5897860527038574	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MTIF3	Reactome::Mitochondrial translation;Reactome::Mitochondrial translation initiation	Reactome	negative	1.5897860527038574	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MALSU1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MIEF1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TA	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TC	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TD	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TE	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TF	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TG	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TH	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TI	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TK	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TL1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TL2	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TM	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TN	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TP	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TQ	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TR	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TS1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TS2	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TT	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MT-TW	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation	Reactome	negative	1.5882382988929749	2	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
