gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
NTF4	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
NTRK2	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
NTRK3	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3AP1	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3CD	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3CG	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3R5	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3R6	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
RHOG	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
STRN	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
TRAT1	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	positive	3.389680564403534	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
VAV3	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RHOA GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3888930082321167	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
AKT1	Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.383325159549713	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ABI1	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ABI2	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
BRK1	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
CYBA	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
CYBB	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
CYFIP1	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
NCF1	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
NCF2	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
NCF4	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
NCKAP1	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
NCKAP1L	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PAK1	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PAK2	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
WASF2	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3784677982330322	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ARHGAP42	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::RHOA GTPase cycle	Reactome	positive	3.367293059825897	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
TIAM1	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::RHOA GTPase cycle	Reactome	positive	3.367293059825897	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ARHGAP5	Reactome::RAC1 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::RHOA GTPase cycle;Reactome::RHOC GTPase cycle	Reactome	positive	3.361697554588318	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
DOCK1	Reactome::Netrin-1 signaling;Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3578540086746216	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
RASGRF2	Reactome::MAPK1/MAPK3 signaling;Reactome::RAC1 GTPase cycle;Reactome::RAF/MAP kinase cascade;Reactome::RHOA GTPase cycle	Reactome	positive	3.3566442728042603	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ARHGDIA	Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RHOA GTPase cycle;Reactome::RHOC GTPase cycle	Reactome	positive	3.3313609957695007	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
RHOA	Reactome::RHOA GTPase cycle;Reactome::RHOC GTPase cycle;Reactome::Signaling by TGFB family members;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3216955065727234	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PTK2	Reactome::MAPK1/MAPK3 signaling;Reactome::Netrin-1 signaling;Reactome::RAF/MAP kinase cascade;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.319812595844269	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PDPK1	Reactome::IRS-related events triggered by IGF1R;Reactome::PI3K/AKT Signaling in Cancer;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R);Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3108747601509094	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP2R1B	Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade	Reactome	positive	3.3106208443641663	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP2R5A	Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade	Reactome	positive	3.3106208443641663	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP2R5B	Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade	Reactome	positive	3.3106208443641663	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP2R5C	Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade	Reactome	positive	3.3106208443641663	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP2R5D	Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade	Reactome	positive	3.3106208443641663	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP2R5E	Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade	Reactome	positive	3.3106208443641663	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ACTG1	Reactome::MAPK1/MAPK3 signaling;Reactome::Non-integrin membrane-ECM interactions;Reactome::RAF/MAP kinase cascade;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.3103057742118835	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
LMAN1	Reactome::RAC2 GTPase cycle;Reactome::RAC3 GTPase cycle;Reactome::RHOA GTPase cycle;Reactome::RHOC GTPase cycle	Reactome	positive	3.303968369960785	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
RASA1	Reactome::MAPK1/MAPK3 signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by PDGF;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.30185467004776	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
THEM4	Reactome::IRS-related events triggered by IGF1R;Reactome::Negative regulation of the PI3K/AKT network;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R);Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.2906383872032166	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
TRIB3	Reactome::IRS-related events triggered by IGF1R;Reactome::Negative regulation of the PI3K/AKT network;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R);Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.2906383872032166	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ITGAV	Reactome::Non-integrin membrane-ECM interactions;Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	3.2535189986228943	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP1CB	Reactome::MAPK1/MAPK3 signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	3.2210543155670166	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPP1CC	Reactome::MAPK1/MAPK3 signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs	Reactome	positive	3.2210543155670166	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
AQR	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
CCNH	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
CDK7	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
CUL4A	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
CUL4B	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
DDB1	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ERCC2	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ERCC3	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ERCC6	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ERCC8	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
GTF2H1	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
GTF2H2	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
GTF2H3	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
GTF2H4	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
GTF2H5	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
ISY1	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
MNAT1	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PCNA	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLD1	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLD2	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLD3	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLD4	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLE	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLE2	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLE3	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLE4	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLK	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2A	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2B	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2C	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2D	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2E	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2F	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2G	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2H	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2I	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2J	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2K	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
POLR2L	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PPIE	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PRPF19	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::Nucleotide Excision Repair;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative	3.1824429035186768	4	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
