gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
28S rRNA	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
5.8S rRNA	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
5S rRNA	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL10	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL10A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL10L	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL11	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL12	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL13	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL13A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL14	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL15	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL17	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL18	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL18A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL19	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL21	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL22	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL22L1	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL23	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL23A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL24	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL26	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL26L1	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL27	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL27A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL28	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL29	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL3	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL30	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL31	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL32	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL34	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL35	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL35A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL36	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPL36A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SRP-dependent cotranslational protein targeting to membrane	Reactome	negative	9.951518595218658	16	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
