locus	chr	start	stop	status
931	6	5378214	6621937	OK
932	6	6621938	7808323	OK
933	6	7808324	9020710	OK
934	6	9020711	10416550	OK
935	6	10416551	11790671	OK
936	6	11790672	13352326	OK
937	6	13352327	15069421	OK
938	6	15069422	16566882	OK
939	6	16566883	17391994	OK
940	6	17391995	18208676	OK
941	6	18208677	18775022	OK
942	6	18775023	19449152	OK
943	6	19449153	20418020	OK
944	6	20418021	21295864	OK
945	6	21295865	22199713	OK
946	6	22199714	23192337	OK
947	6	23192338	23939306	OK
948	6	23939307	24950379	OK
949	6	24950380	25684629	OK
950	6	25684630	26396200	ERROR: no requested phenotype available after local variance filtering
951	6	26396201	27261035	ERROR: no requested phenotype available after local variance filtering
952	6	27261036	28666364	ERROR: no requested phenotype available after local variance filtering
953	6	28666365	29529755	ERROR: no requested phenotype available after local variance filtering
954	6	29529756	29833843	ERROR: no requested phenotype available after local variance filtering
955	6	29833844	30070717	ERROR: no requested phenotype available after local variance filtering
956	6	30070718	30715006	ERROR: no requested phenotype available after local variance filtering
957	6	30715007	31106493	ERROR: no requested phenotype available after local variance filtering
958	6	31106494	31250556	ERROR: no requested phenotype available after local variance filtering
959	6	31250557	31320268	ERROR: no requested phenotype available after local variance filtering
960	6	31320269	31427209	ERROR: no requested phenotype available after local variance filtering
961	6	31427210	32208901	ERROR: no requested phenotype available after local variance filtering
962	6	32208902	32454577	ERROR: no requested phenotype available after local variance filtering
963	6	32454578	32539567	ERROR: no requested phenotype available after local variance filtering
964	6	32539568	32586784	ERROR: no requested phenotype available after local variance filtering
965	6	32586785	32629239	ERROR: no requested phenotype available after local variance filtering
966	6	32629240	32682213	ERROR: no requested phenotype available after local variance filtering
967	6	32682214	32897998	ERROR: no requested phenotype available after local variance filtering
968	6	32897999	33194975	ERROR: no requested phenotype available after local variance filtering
969	6	33194976	33864262	ERROR: no requested phenotype available after local variance filtering
970	6	33864263	34979270	OK
971	6	34979271	36346353	OK
972	6	36346354	37570051	OK
973	6	37570052	38688720	OK
974	6	38688721	39785907	OK
975	6	39785908	40778401	OK
976	6	40778402	42103738	OK
977	6	42103739	43770626	OK
978	6	43770627	44596897	OK
979	6	44596898	45408421	OK
980	6	45408422	46430701	OK
981	6	46430702	47313443	OK
982	6	47313444	48393981	OK
983	6	48393982	49528164	OK
984	6	49528165	50940767	OK
985	6	50940768	51826423	OK
986	6	51826424	52598879	OK
987	6	52598880	53425492	OK
988	6	53425493	54452767	OK
989	6	54452768	55469137	OK
990	6	55469138	56200985	OK
991	6	56200986	57316157	OK
992	6	57316158	58141889	OK
993	6	58141890	61883560	OK
994	6	61883561	62693128	OK
995	6	62693129	64010286	OK
996	6	64010287	65759861	OK
997	6	65759862	66445495	OK
998	6	66445496	67036787	OK
999	6	67036788	67559694	OK
1000	6	67559695	68547494	OK
1001	6	68547495	69294227	OK
1002	6	69294228	70363348	OK
1003	6	70363349	71610787	OK
1004	6	71610788	72290723	OK
1005	6	72290724	73170168	OK
1006	6	73170169	74401506	OK
1007	6	74401507	75461313	OK
1008	6	75461314	77274030	OK
1009	6	77274031	78168731	OK
1010	6	78168732	78959762	OK
1011	6	78959763	79859903	OK
1012	6	79859904	80693927	OK
1013	6	80693928	81567706	OK
1014	6	81567707	82388204	OK
1015	6	82388205	83571953	OK
1016	6	83571954	85038134	OK
1017	6	85038135	85837203	OK
1018	6	85837204	86818669	OK
1019	6	86818670	87516322	OK
1020	6	87516323	88499745	OK
1021	6	88499746	89974267	OK
1022	6	89974268	91097024	OK
1023	6	91097025	92015279	OK
1024	6	92015280	92953798	OK
1025	6	92953799	93696825	OK
1026	6	93696826	95176337	OK
1027	6	95176338	96480153	OK
1028	6	96480154	98173003	OK
1029	6	98173004	99678876	OK
1030	6	99678877	100878645	OK
1031	6	100878646	101793542	OK
1032	6	101793543	102637706	OK
1033	6	102637707	103612625	OK
1034	6	103612626	104209796	OK
1035	6	104209797	104951344	OK
1036	6	104951345	106053915	OK
1037	6	106053916	107309327	OK
1038	6	107309328	109043244	OK
1039	6	109043245	110647842	OK
1040	6	110647843	111363443	OK
1041	6	111363444	112342873	OK
1042	6	112342874	113705003	OK
1043	6	113705004	115062811	OK
1044	6	115062812	116132147	OK
1045	6	116132148	117674076	OK
1046	6	117674077	118529071	OK
1047	6	118529072	119451294	OK
1048	6	119451295	120339244	OK
1049	6	120339245	121087444	OK
1050	6	121087445	121908063	OK
1051	6	121908064	122929290	OK
1052	6	122929291	123854857	OK
1053	6	123854858	125365054	OK
1054	6	125365055	127545459	OK
1055	6	127545460	128763380	OK
1056	6	128763381	129850178	OK
1057	6	129850179	130550137	OK
1058	6	130550138	131457164	OK
1059	6	131457165	132890694	OK
1060	6	132890695	134313643	OK
1061	6	134313644	135544083	OK
1062	6	135544084	137553212	OK
1063	6	137553213	138825721	OK
1064	6	138825722	139716713	OK
1065	6	139716714	141449453	OK
1066	6	141449454	143083347	OK
1067	6	143083348	144791455	OK
1068	6	144791456	145778282	OK
1069	6	145778283	147015882	OK
1070	6	147015883	148184844	OK
1071	6	148184845	149278798	OK
1072	6	149278799	150635315	OK
1073	6	150635316	151629954	OK
1074	6	151629955	152376499	OK
1075	6	152376500	153082361	OK
1076	6	153082362	153791461	OK
1077	6	153791462	154462010	OK
1078	6	154462011	155523957	OK
1079	6	155523958	156762740	OK
1080	6	156762741	158220143	OK
1081	6	158220144	158952060	OK
1082	6	158952061	159604052	OK
1083	6	159604053	160583918	OK
1084	6	160583919	161371014	OK
1085	6	161371015	162254229	OK
1086	6	162254230	163336361	OK
1087	6	163336362	164687462	OK
1088	6	164687463	165835953	OK
1089	6	165835954	166853325	OK
1090	6	166853326	167714865	OK
1091	6	167714866	168707338	OK
1092	6	168707339	169667886	OK
1093	6	169667887	171053405	OK
1094	7	15064	617319	OK
1095	7	617320	1366972	OK
1096	7	1366973	2473749	OK
1097	7	2473750	3100211	OK
1098	7	3100212	4139431	OK
1099	7	4139432	4938442	OK
1100	7	4938443	6020653	OK
1101	7	6020654	6716905	OK
1102	7	6716906	7167610	OK
1103	7	7167611	7926500	OK
1104	7	7926501	8718351	OK
1105	7	8718352	9225106	OK
1106	7	9225107	9900801	OK
1107	7	9900802	10481677	OK
1108	7	10481678	11232447	OK
1109	7	11232448	11855413	OK
1110	7	11855414	12694915	OK
1111	7	12694916	13213541	OK
1112	7	13213542	13676747	OK
1113	7	13676748	15013694	OK
1114	7	15013695	15877564	OK
1115	7	15877565	16739013	OK
1116	7	16739014	17596578	OK
1117	7	17596579	19131026	OK
1118	7	19131027	20122179	OK
1119	7	20122180	21390644	OK
1120	7	21390645	22165060	OK
1121	7	22165061	23106680	OK
1122	7	23106681	24151099	OK
1123	7	24151100	24894119	OK
1124	7	24894120	25671575	OK
1125	7	25671576	27351286	OK
1126	7	27351287	28890886	OK
1127	7	28890887	30175113	OK
1128	7	30175114	31730554	OK
1129	7	31730555	32460228	OK
1130	7	32460229	33159277	OK
1131	7	33159278	34114532	OK
1132	7	34114533	35354135	OK
1133	7	35354136	36507690	OK
1134	7	36507691	37981936	OK
1135	7	37981937	38966483	OK
1136	7	38966484	40261240	OK
1137	7	40261241	41415925	OK
1138	7	41415926	42494806	OK
1139	7	42494807	43448815	OK
1140	7	43448816	44989571	OK
1141	7	44989572	46247335	OK
1142	7	46247336	47253454	OK
1143	7	47253455	48363585	OK
1144	7	48363586	48984625	OK
1145	7	48984626	49632426	OK
1146	7	49632427	50894508	OK
1147	7	50894509	51951647	OK
1148	7	51951648	52635123	OK
1149	7	52635124	53176523	OK
1150	7	53176524	54086987	OK
1151	7	54086988	54550500	OK
1152	7	54550501	55161394	OK
1153	7	55161395	56303513	OK
1154	7	56303514	57383657	OK
1155	7	57383658	61969717	OK
1156	7	61969718	63311297	OK
1157	7	63311298	64216135	OK
1158	7	64216136	65294277	OK
1159	7	65294278	66453993	OK
1160	7	66453994	66914875	OK
1161	7	66914876	67474722	OK
1162	7	67474723	68569224	OK
1163	7	68569225	70144614	OK
1164	7	70144615	71215741	OK
1165	7	71215742	73128830	OK
1166	7	73128831	75243899	OK
1167	7	75243900	76451928	OK
1168	7	76451929	77663964	OK
1169	7	77663965	78685009	OK
1170	7	78685010	80055721	OK
1171	7	80055722	81533566	OK
1172	7	81533567	82759283	OK
1173	7	82759284	83953009	OK
1174	7	83953010	85356715	OK
1175	7	85356716	86446538	OK
1176	7	86446539	87836641	OK
1177	7	87836642	89330087	OK
1178	7	89330088	90660831	OK
1179	7	90660832	92530165	OK
1180	7	92530166	93691725	OK
1181	7	93691726	95174847	OK
1182	7	95174848	96564981	OK
1183	7	96564982	97420207	OK
1184	7	97420208	98173564	OK
1185	7	98173565	99465540	OK
1186	7	99465541	100849307	OK
1187	7	100849308	101950748	OK
1188	7	101950749	103191322	OK
1189	7	103191323	104109231	OK
1190	7	104109232	105312563	OK
1191	7	105312564	106399739	OK
1192	7	106399740	107658603	OK
1193	7	107658604	109095558	OK
1194	7	109095559	110479479	OK
1195	7	110479480	111795299	OK
1196	7	111795300	113339386	OK
1197	7	113339387	115321301	OK
1198	7	115321302	116835336	OK
1199	7	116835337	118342090	OK
1200	7	118342091	119568236	OK
1201	7	119568237	121042050	OK
1202	7	121042051	121946052	OK
1203	7	121946053	123859746	OK
1204	7	123859747	125389586	OK
1205	7	125389587	126640872	OK
1206	7	126640873	127903738	OK
1207	7	127903739	128779173	OK
1208	7	128779174	130418704	OK
1209	7	130418705	131856481	OK
1210	7	131856482	133807216	OK
1211	7	133807217	134943221	OK
1212	7	134943222	136113467	OK
1213	7	136113468	137657459	OK
1214	7	137657460	138755107	OK
1215	7	138755108	140217630	OK
1216	7	140217631	142098979	OK
1217	7	142098980	144324464	OK
1218	7	144324465	145415775	OK
1219	7	145415776	146574327	OK
1220	7	146574328	147352171	OK
1221	7	147352172	148622913	OK
1222	7	148622914	149842999	OK
1223	7	149843000	150897818	OK
1224	7	150897819	152253294	OK
1225	7	152253295	153241228	OK
1226	7	153241229	154407487	OK
1227	7	154407488	155280610	OK
1228	7	155280611	156344386	OK
1229	7	156344387	157199331	OK
1230	7	157199332	158031247	OK
1231	7	158031248	159128566	OK
1232	8	11740	660414	OK
1233	8	660415	1161824	OK
1234	8	1161825	1628039	OK
1235	8	1628040	2070902	OK
1236	8	2070903	2396122	OK
1237	8	2396123	2970491	OK
1238	8	2970492	3386667	OK
1239	8	3386668	3787248	OK
1240	8	3787249	4273083	OK
1241	8	4273084	4893120	OK
1242	8	4893121	5566269	OK
1243	8	5566270	6019163	OK
1244	8	6019164	6663427	OK
1245	8	6663428	8064600	OK
1246	8	8064601	8589770	OK
1247	8	8589771	9167795	OK
1248	8	9167796	9835863	OK
1249	8	9835864	10478851	OK
1250	8	10478852	11466761	OK
1251	8	11466762	12296849	OK
1252	8	12296850	12947935	OK
1253	8	12947936	13395051	OK
1254	8	13395052	13948095	OK
1255	8	13948096	14389305	OK
1256	8	14389306	14872767	OK
1257	8	14872768	15359692	OK
1258	8	15359693	15999328	OK
1259	8	15999329	16988030	OK
1260	8	16988031	17492672	OK
1261	8	17492673	17947004	OK
1262	8	17947005	18668609	OK
1263	8	18668610	19488888	OK
1264	8	19488889	20135628	OK
1265	8	20135629	20812107	OK
1266	8	20812108	21650453	OK
1267	8	21650454	22895018	OK
1268	8	22895019	23788494	OK
1269	8	23788495	24863243	OK
1270	8	24863244	25859277	OK
1271	8	25859278	26679135	OK
1272	8	26679136	27406511	OK
1273	8	27406512	28344176	OK
1274	8	28344177	29744540	OK
1275	8	29744541	31134786	OK
1276	8	31134787	32454962	OK
1277	8	32454963	33982537	OK
1278	8	33982538	34792220	OK
1279	8	34792221	36641174	OK
1280	8	36641175	38803980	OK
1281	8	38803981	40179577	OK
1282	8	40179578	40974254	OK
1283	8	40974255	41725002	OK
1284	8	41725003	43825633	OK
1285	8	43825634	49044813	OK
1286	8	49044814	50288660	OK
1287	8	50288661	51461455	OK
1288	8	51461456	52326236	OK
1289	8	52326237	53108910	OK
1290	8	53108911	54119373	OK
1291	8	54119374	55275354	OK
1292	8	55275355	56346878	OK
1293	8	56346879	57436722	OK
1294	8	57436723	58675117	OK
1295	8	58675118	59555977	OK
1296	8	59555978	60476248	OK
1297	8	60476249	61324889	OK
1298	8	61324890	62330900	OK
1299	8	62330901	63253462	OK
1300	8	63253463	64215358	OK
1301	8	64215359	66018204	OK
1302	8	66018205	66960438	OK
1303	8	66960439	68683823	OK
1304	8	68683824	70004665	OK
1305	8	70004666	70872088	OK
1306	8	70872089	72013184	OK
1307	8	72013185	72917489	OK
1308	8	72917490	73838027	OK
1309	8	73838028	75011699	OK
1310	8	75011700	76295483	OK
1311	8	76295484	77377989	OK
1312	8	77377990	78633659	OK
1313	8	78633660	79756169	OK
1314	8	79756170	81340231	OK
1315	8	81340232	82878769	OK
1316	8	82878770	83730337	OK
1317	8	83730338	85116734	OK
1318	8	85116735	86251870	OK
1319	8	86251871	87563145	OK
1320	8	87563146	89081177	OK
1321	8	89081178	90364149	OK
1322	8	90364150	91457962	OK
1323	8	91457963	92876620	OK
1324	8	92876621	94999066	OK
1325	8	94999067	96175630	OK
1326	8	96175631	96900513	OK
1327	8	96900514	98132519	OK
1328	8	98132520	99388944	OK
1329	8	99388945	101448439	OK
1330	8	101448440	102548680	OK
1331	8	102548681	103716053	OK
1332	8	103716054	104467845	OK
1333	8	104467846	105370130	OK
1334	8	105370131	106500950	OK
1335	8	106500951	107787163	OK
1336	8	107787164	108647463	OK
1337	8	108647464	109920827	OK
1338	8	109920828	111207349	OK
1339	8	111207350	112601513	OK
1340	8	112601514	113650853	OK
1341	8	113650854	114781574	OK
1342	8	114781575	115334858	OK
1343	8	115334859	116094203	OK
1344	8	116094204	118300068	OK
1345	8	118300069	119423298	OK
1346	8	119423299	120216587	OK
1347	8	120216588	121554390	OK
1348	8	121554391	122622804	OK
1349	8	122622805	124001019	OK
1350	8	124001020	125453322	OK
1351	8	125453323	126766827	OK
1352	8	126766828	128073654	OK
1353	8	128073655	129291118	OK
1354	8	129291119	130383563	OK
1355	8	130383564	131545725	OK
1356	8	131545726	132534636	OK
1357	8	132534637	133461551	OK
1358	8	133461552	134509448	OK
1359	8	134509449	135313673	OK
1360	8	135313674	136220342	OK
1361	8	136220343	137527617	OK
1362	8	137527618	138564843	OK
1363	8	138564844	139404631	OK
1364	8	139404632	140355988	OK
1365	8	140355989	141527881	OK
1366	8	141527882	142611889	OK
1367	8	142611890	143611461	OK
1368	8	143611462	144934288	OK
1369	8	144934289	146303787	OK
1370	9	10469	653661	OK
1371	9	653662	1103598	OK
1372	9	1103599	1874961	OK
1373	9	1874962	2441120	OK
1374	9	2441121	3079045	OK
1375	9	3079046	4025355	OK
1376	9	4025356	4596614	OK
1377	9	4596615	5437591	OK
1378	9	5437592	6859791	OK
1379	9	6859792	7388202	OK
1380	9	7388203	8262303	OK
1381	9	8262304	9170120	OK
1382	9	9170121	9920258	OK
1383	9	9920259	10675474	OK
1384	9	10675475	11270764	OK
1385	9	11270765	12044915	OK
1386	9	12044916	12664858	OK
1387	9	12664859	13512852	OK
1388	9	13512853	14244747	OK
1389	9	14244748	14902924	OK
1390	9	14902925	15839403	OK
1391	9	15839404	16658377	OK
1392	9	16658378	17392382	OK
1393	9	17392383	17990565	OK
1394	9	17990566	18754196	OK
1395	9	18754197	19463292	OK
1396	9	19463293	20483880	OK
1397	9	20483881	21674032	OK
1398	9	21674033	23091193	OK
1399	9	23091194	23859374	OK
1400	9	23859375	24757729	OK
1401	9	24757730	25957606	OK
1402	9	25957607	26747214	OK
1403	9	26747215	27366479	OK
1404	9	27366480	28067454	OK
1405	9	28067455	28766060	OK
1406	9	28766061	29596501	OK
1407	9	29596502	30410078	OK
1408	9	30410079	31115153	OK
1409	9	31115154	32253283	OK
1410	9	32253284	33194892	OK
1411	9	33194893	34704544	OK
1412	9	34704545	36749273	OK
1413	9	36749274	37687112	OK
1414	9	37687113	38822977	OK
1415	9	38822978	43903829	OK
1416	9	43903830	66673058	OK
1417	9	66673059	70939677	ERROR: no requested phenotype available after local variance filtering
1418	9	70939678	72288878	OK
1419	9	72288879	73915494	OK
1420	9	73915495	74950318	OK
1421	9	74950319	76197744	OK
1422	9	76197745	77862308	OK
1423	9	77862309	78630915	OK
1424	9	78630916	79451035	OK
1425	9	79451036	80137024	OK
1426	9	80137025	81161597	OK
1427	9	81161598	82601465	OK
1428	9	82601466	83455502	OK
1429	9	83455503	85135751	OK
1430	9	85135752	86769886	OK
1431	9	86769887	87815449	OK
1432	9	87815450	89171796	OK
1433	9	89171797	90135154	OK
1434	9	90135155	90890979	OK
1435	9	90890980	91643255	OK
1436	9	91643256	92500277	OK
1437	9	92500278	93441050	OK
1438	9	93441051	94175374	OK
1439	9	94175375	94924482	OK
1440	9	94924483	95854925	OK
1441	9	95854926	96670171	OK
1442	9	96670172	97418633	OK
1443	9	97418634	98885862	OK
1444	9	98885863	100310517	OK
1445	9	100310518	101596750	OK
1446	9	101596751	103165725	OK
1447	9	103165726	104222848	OK
1448	9	104222849	105043411	OK
1449	9	105043412	105846545	OK
1450	9	105846546	107061019	OK
1451	9	107061020	108203095	OK
1452	9	108203096	109150717	OK
1453	9	109150718	110630150	OK
1454	9	110630151	111368107	OK
1455	9	111368108	112076381	OK
1456	9	112076382	112865520	OK
1457	9	112865521	113646149	OK
1458	9	113646150	114443475	OK
1459	9	114443476	115390112	OK
1460	9	115390113	116159540	OK
1461	9	116159541	117054909	OK
1462	9	117054910	117989017	OK
1463	9	117989018	119001227	OK
1464	9	119001228	119890464	OK
1465	9	119890465	121008529	OK
1466	9	121008530	122677719	OK
1467	9	122677720	124119883	OK
1468	9	124119884	125137578	OK
1469	9	125137579	126092931	OK
1470	9	126092932	127184582	OK
1471	9	127184583	128785782	OK
1472	9	128785783	129617771	OK
1473	9	129617772	130902727	OK
1474	9	130902728	132193798	OK
1475	9	132193799	132999452	OK
1476	9	132999453	134141936	OK
1477	9	134141937	135135887	OK
1478	9	135135888	136042490	OK
1479	9	136042491	136770926	OK
1480	9	136770927	137593527	OK
1481	9	137593528	138202112	OK
1482	9	138202113	138995791	OK
1483	9	138995792	140097759	OK
1484	9	140097760	141146682	OK
1485	10	60515	1329232	OK
1486	10	1329233	1872960	OK
1487	10	1872961	2637065	OK
1488	10	2637066	3225336	OK
1489	10	3225337	3880322	OK
1490	10	3880323	4813182	OK
1491	10	4813183	5396242	OK
1492	10	5396243	6234718	OK
1493	10	6234719	6897037	OK
1494	10	6897038	7659872	OK
1495	10	7659873	8771920	OK
1496	10	8771921	10081279	OK
1497	10	10081280	10969481	OK
1498	10	10969482	11856924	OK
1499	10	11856925	12581571	OK
1500	10	12581572	13208061	OK
1501	10	13208062	14008135	OK
1502	10	14008136	14820755	OK
1503	10	14820756	15946677	OK
1504	10	15946678	17065860	OK
1505	10	17065861	18529742	OK
1506	10	18529743	19421514	OK
1507	10	19421515	19965624	OK
1508	10	19965625	20616432	OK
1509	10	20616433	21477692	OK
1510	10	21477693	23365685	OK
1511	10	23365686	24489447	OK
1512	10	24489448	25577761	OK
1513	10	25577762	26161974	OK
1514	10	26161975	26888716	OK
1515	10	26888717	27669566	OK
1516	10	27669567	28734422	OK
1517	10	28734423	29393749	OK
1518	10	29393750	30000223	OK
1519	10	30000224	30919469	OK
1520	10	30919470	32457293	OK
1521	10	32457294	33655458	OK
1522	10	33655459	35178224	OK
1523	10	35178225	36475838	OK
1524	10	36475839	37561443	OK
1525	10	37561444	38566460	OK
1526	10	38566461	42392742	OK
1527	10	42392743	42984427	OK
1528	10	42984428	43769842	OK
1529	10	43769843	44893846	OK
1530	10	44893847	46327144	OK
1531	10	46327145	49197320	OK
1532	10	49197321	50145673	OK
1533	10	50145674	51724039	OK
1534	10	51724040	53129609	OK
1535	10	53129610	53919161	OK
1536	10	53919162	55104428	OK
1537	10	55104429	55867694	OK
1538	10	55867695	57044845	OK
1539	10	57044846	57955671	OK
1540	10	57955672	58809133	OK
1541	10	58809134	59822946	OK
1542	10	59822947	61470383	OK
1543	10	61470384	62626465	OK
1544	10	62626466	64069687	OK
1545	10	64069688	65400431	OK
1546	10	65400432	66510387	OK
1547	10	66510388	67146043	OK
1548	10	67146044	67769822	OK
1549	10	67769823	68623274	OK
1550	10	68623275	69904170	OK
1551	10	69904171	71050504	OK
1552	10	71050505	71672997	OK
1553	10	71672998	72659223	OK
1554	10	72659224	73514214	OK
1555	10	73514215	75694023	OK
1556	10	75694024	77144961	OK
1557	10	77144962	78665481	OK
1558	10	78665482	79952996	OK
1559	10	79952997	81190573	OK
1560	10	81190574	81763230	OK
1561	10	81763231	82378048	OK
1562	10	82378049	83596350	OK
1563	10	83596351	84679429	OK
1564	10	84679430	85463484	OK
1565	10	85463485	86459980	OK
1566	10	86459981	87287935	OK
1567	10	87287936	88443652	OK
1568	10	88443653	89971628	OK
1569	10	89971629	91021321	OK
1570	10	91021322	91960435	OK
1571	10	91960436	92911506	OK
1572	10	92911507	94503299	OK
1573	10	94503300	95528160	OK
1574	10	95528161	97040172	OK
1575	10	97040173	98005994	OK
1576	10	98005995	99367800	OK
1577	10	99367801	100337830	OK
1578	10	100337831	101271451	OK
1579	10	101271452	102509298	OK
1580	10	102509299	104206837	OK
1581	10	104206838	106142283	OK
1582	10	106142284	107877787	OK
1583	10	107877788	108725997	OK
1584	10	108725998	109579149	OK
1585	10	109579150	110358382	OK
1586	10	110358383	112164981	OK
1587	10	112164982	113117615	OK
1588	10	113117616	114255954	OK
1589	10	114255955	115588903	OK
1590	10	115588904	116845213	OK
1591	10	116845214	118416049	OK
1592	10	118416050	119528730	OK
1593	10	119528731	120592839	OK
1594	10	120592840	121874445	OK
1595	10	121874446	122803506	OK
1596	10	122803507	123856184	OK
1597	10	123856185	124894142	OK
1598	10	124894143	125798319	OK
1599	10	125798320	126875816	OK
1600	10	126875817	127997708	OK
1601	10	127997709	129134738	OK
1602	10	129134739	129831969	OK
1603	10	129831970	130694008	OK
1604	10	130694009	131694738	OK
1605	10	131694739	132576793	OK
1606	10	132576794	133111170	OK
1607	10	133111171	133818036	OK
1608	10	133818037	134856054	OK
1609	10	134856055	135524372	OK
1610	11	87150	1061399	OK
1611	11	1061400	1857845	OK
1612	11	1857846	2477449	OK
1613	11	2477450	3362508	OK
1614	11	3362509	4405707	OK
1615	11	4405708	4946051	OK
1616	11	4946052	5533057	OK
1617	11	5533058	6180840	OK
1618	11	6180841	7191230	OK
1619	11	7191231	7915071	OK
1620	11	7915072	9080939	OK
1621	11	9080940	10370100	OK
1622	11	10370101	11081299	OK
1623	11	11081300	11632650	OK
1624	11	11632651	12470449	OK
1625	11	12470450	13364727	OK
1626	11	13364728	15126767	OK
1627	11	15126768	16383386	OK
1628	11	16383387	17583948	OK
1629	11	17583949	18740267	OK
1630	11	18740268	19780784	OK
1631	11	19780785	20686336	OK
1632	11	20686337	21442722	OK
1633	11	21442723	22368743	OK
1634	11	22368744	23164544	OK
1635	11	23164545	24091272	OK
1636	11	24091273	24892439	OK
1637	11	24892440	25662918	OK
1638	11	25662919	26356980	OK
1639	11	26356981	27018307	OK
1640	11	27018308	28577718	OK
1641	11	28577719	29530460	OK
1642	11	29530461	30570129	OK
1643	11	30570130	32065771	OK
1644	11	32065772	32830422	OK
1645	11	32830423	33905327	OK
1646	11	33905328	34672697	OK
1647	11	34672698	35500367	OK
1648	11	35500368	36331189	OK
1649	11	36331190	37119024	OK
1650	11	37119025	37953086	OK
1651	11	37953087	39329140	OK
1652	11	39329141	40362940	OK
1653	11	40362941	41603195	OK
1654	11	41603196	42858197	OK
1655	11	42858198	43949377	OK
1656	11	43949378	45019559	OK
1657	11	45019560	46316005	OK
1658	11	46316006	48066366	OK
1659	11	48066367	48765366	OK
1660	11	48765367	49386071	OK
1661	11	49386072	50217008	OK
1662	11	50217009	51098366	OK
1663	11	51098367	51581595	ERROR: no requested phenotype available after local variance filtering
1664	11	51581596	55477633	OK
1665	11	55477634	55947452	OK
1666	11	55947453	56623494	OK
1667	11	56623495	57675986	OK
1668	11	57675987	58452708	OK
1669	11	58452709	59256232	OK
1670	11	59256233	60515105	OK
1671	11	60515106	61717117	OK
1672	11	61717118	62800368	OK
1673	11	62800369	64594822	OK
1674	11	64594823	66782661	OK
1675	11	66782662	68000949	OK
1676	11	68000950	68887344	OK
1677	11	68887345	69713996	OK
1678	11	69713997	71242834	OK
1679	11	71242835	72875068	OK
1680	11	72875069	74399331	OK
1681	11	74399332	75445253	OK
1682	11	75445254	76518906	OK
1683	11	76518907	77719870	OK
1684	11	77719871	78912252	OK
1685	11	78912253	79802286	OK
1686	11	79802287	80726012	OK
1687	11	80726013	81658298	OK
1688	11	81658299	82833181	OK
1689	11	82833182	83677773	OK
1690	11	83677774	84613229	OK
1691	11	84613230	85869059	OK
1692	11	85869060	86629333	OK
1693	11	86629334	87676870	OK
1694	11	87676871	88359287	OK
1695	11	88359288	89209738	OK
1696	11	89209739	90199932	OK
1697	11	90199933	90967061	OK
1698	11	90967062	92209168	OK
1699	11	92209169	93576641	OK
1700	11	93576642	94384535	OK
1701	11	94384536	95327210	OK
1702	11	95327211	96150134	OK
1703	11	96150135	97091671	OK
1704	11	97091672	98145570	OK
1705	11	98145571	98929380	OK
1706	11	98929381	99619347	OK
1707	11	99619348	100423901	OK
1708	11	100423902	101152831	OK
1709	11	101152832	101881252	OK
1710	11	101881253	102671665	OK
1711	11	102671666	103495635	OK
1712	11	103495636	104875270	OK
1713	11	104875271	105932282	OK
1714	11	105932283	107054024	OK
1715	11	107054025	107846824	OK
1716	11	107846825	109891837	OK
1717	11	109891838	111117780	OK
1718	11	111117781	112755446	OK
1719	11	112755447	113889019	OK
1720	11	113889020	114742317	OK
1721	11	114742318	116247377	OK
1722	11	116247378	117295641	OK
1723	11	117295642	118901213	OK
1724	11	118901214	120064528	OK
1725	11	120064529	121208186	OK
1726	11	121208187	122589224	OK
1727	11	122589225	123398882	OK
1728	11	123398883	124403477	OK
1729	11	124403478	125266684	OK
1730	11	125266685	126304240	OK
1731	11	126304241	127306871	OK
1732	11	127306872	128262550	OK
1733	11	128262551	129451784	OK
1734	11	129451785	130500783	OK
1735	11	130500784	131424361	OK
1736	11	131424362	132584401	OK
1737	11	132584402	133521642	OK
1738	11	133521643	134351064	OK
1739	11	134351065	134946450	OK
1740	12	60317	1078397	OK
1741	12	1078398	1942426	OK
1742	12	1942427	3069506	OK
1743	12	3069507	3871114	OK
1744	12	3871115	4967643	OK
1745	12	4967644	6023700	OK
1746	12	6023701	6948954	OK
1747	12	6948955	8123317	OK
1748	12	8123318	8760628	OK
1749	12	8760629	10176713	OK
1750	12	10176714	10946140	OK
1751	12	10946141	11742149	OK
1752	12	11742150	12721874	OK
1753	12	12721875	13559527	OK
1754	12	13559528	14656849	OK
1755	12	14656850	16136742	OK
1756	12	16136743	17374895	OK
1757	12	17374896	18470023	OK
1758	12	18470024	19532765	OK
1759	12	19532766	20074930	OK
1760	12	20074931	20866285	OK
1761	12	20866286	21572252	OK
1762	12	21572253	22928055	OK
1763	12	22928056	23923798	OK
1764	12	23923799	25058714	OK
1765	12	25058715	25990813	OK
1766	12	25990814	26958056	OK
1767	12	26958057	27797262	OK
1768	12	27797263	28753585	OK
1769	12	28753586	29647193	OK
1770	12	29647194	30358377	OK
1771	12	30358378	31067298	OK
1772	12	31067299	31797152	OK
1773	12	31797153	32368905	OK
1774	12	32368906	33076722	OK
1775	12	33076723	34340495	OK
1776	12	34340496	38108284	OK
1777	12	38108285	38746760	OK
1778	12	38746761	40017396	OK
1779	12	40017397	41198229	OK
1780	12	41198230	42117736	OK
1781	12	42117737	43072679	OK
1782	12	43072680	43980531	OK
1783	12	43980532	44923825	OK
1784	12	44923826	46037744	OK
