dataset	sample_name	axis	program_type	spatial_program	spot_spearman	n_spots	sample_accession
GSE202011		F2	EXTENDED	T_NK_cytotoxic	0.4545219008778171	459	GSM6086617
GSE202011		F2	EXTENDED	B_plasma	0.0991095025523533	459	GSM6086617
GSE202011		F6	CORE	keratinocyte_basal	0.4182569870200983	459	GSM6086617
GSE202011		F6	CORE	keratinocyte_spinous_suprabasal	0.3072116640008013	459	GSM6086617
GSE202011		F6	CORE	keratinocyte_inflammatory_T17	0.3558313656341433	459	GSM6086617
GSE202011		F6	CORE	keratinocyte_stress_hypoxia	0.463631073451554	459	GSM6086617
GSE202011		F6	CORE	fibroblast_matrix	-0.0305619746470707	459	GSM6086617
GSE202011		F6	CORE	fibroblast_inflammatory	0.2211518146157521	459	GSM6086617
GSE202011		F6	CORE	endothelial_vascular	0.3200489918126273	459	GSM6086617
GSE202011		F6	CORE	myeloid_dendritic	0.5370990011149341	459	GSM6086617
GSE202011		F6	CORE	T_NK_cytotoxic	0.4060616826892548	459	GSM6086617
GSE202011		F6	CORE	B_plasma	0.0716203982056467	459	GSM6086617
GSE202011		F6	EXTENDED	keratinocyte_basal	0.440432401666394	459	GSM6086617
GSE202011		F6	EXTENDED	keratinocyte_spinous_suprabasal	0.2981821293154547	459	GSM6086617
GSE202011		F6	EXTENDED	keratinocyte_inflammatory_T17	0.3704382377966425	459	GSM6086617
GSE202011		F6	EXTENDED	keratinocyte_stress_hypoxia	0.4872197757772333	459	GSM6086617
GSE202011		F6	EXTENDED	fibroblast_matrix	0.005122020517448	459	GSM6086617
GSE202011		F6	EXTENDED	fibroblast_inflammatory	0.2663598263454021	459	GSM6086617
GSE202011		F6	EXTENDED	endothelial_vascular	0.3325065948794147	459	GSM6086617
GSE202011		F6	EXTENDED	myeloid_dendritic	0.5514971009075171	459	GSM6086617
GSE202011		F6	EXTENDED	T_NK_cytotoxic	0.4685368014303427	459	GSM6086617
GSE202011		F6	EXTENDED	B_plasma	0.0731250160926732	459	GSM6086617
GSE202011		F7	CORE	keratinocyte_basal	0.4374761153826059	459	GSM6086617
GSE202011		F7	CORE	keratinocyte_spinous_suprabasal	0.1978842795057263	459	GSM6086617
GSE202011		F7	CORE	keratinocyte_inflammatory_T17	0.2380084674941822	459	GSM6086617
GSE202011		F7	CORE	keratinocyte_stress_hypoxia	0.3861639435805522	459	GSM6086617
GSE202011		F7	CORE	fibroblast_matrix	0.0338359029438765	459	GSM6086617
GSE202011		F7	CORE	fibroblast_inflammatory	0.3131755037854103	459	GSM6086617
GSE202011		F7	CORE	endothelial_vascular	0.3421616892136394	459	GSM6086617
GSE202011		F7	CORE	myeloid_dendritic	0.5603667076322247	459	GSM6086617
GSE202011		F7	CORE	T_NK_cytotoxic	0.4687751694543473	459	GSM6086617
GSE202011		F7	CORE	B_plasma	0.0876828034340413	459	GSM6086617
GSE202011		F7	EXTENDED	keratinocyte_basal	0.4403043781690616	459	GSM6086617
GSE202011		F7	EXTENDED	keratinocyte_spinous_suprabasal	0.2318756844280596	459	GSM6086617
GSE202011		F7	EXTENDED	keratinocyte_inflammatory_T17	0.2779304501794104	459	GSM6086617
GSE202011		F7	EXTENDED	keratinocyte_stress_hypoxia	0.4154792129653772	459	GSM6086617
GSE202011		F7	EXTENDED	fibroblast_matrix	0.0195093488649304	459	GSM6086617
GSE202011		F7	EXTENDED	fibroblast_inflammatory	0.3007333823182245	459	GSM6086617
GSE202011		F7	EXTENDED	endothelial_vascular	0.3558912834265404	459	GSM6086617
GSE202011		F7	EXTENDED	myeloid_dendritic	0.5621932367146242	459	GSM6086617
GSE202011		F7	EXTENDED	T_NK_cytotoxic	0.4754360659251226	459	GSM6086617
GSE202011		F7	EXTENDED	B_plasma	0.0800362265820678	459	GSM6086617
GSE202011		F1	CORE	keratinocyte_basal	0.5581343555787658	1044	GSM6086618
GSE202011		F1	CORE	keratinocyte_spinous_suprabasal	0.287161580627772	1044	GSM6086618
GSE202011		F1	CORE	keratinocyte_inflammatory_T17	0.447860378555895	1044	GSM6086618
GSE202011		F1	CORE	keratinocyte_stress_hypoxia	0.546463090203894	1044	GSM6086618
GSE202011		F1	CORE	fibroblast_matrix	-0.2185229851024813	1044	GSM6086618
GSE202011		F1	CORE	fibroblast_inflammatory	0.2685870937775426	1044	GSM6086618
GSE202011		F1	CORE	endothelial_vascular	0.4571705703353894	1044	GSM6086618
GSE202011		F1	CORE	myeloid_dendritic	0.5708724742016289	1044	GSM6086618
GSE202011		F1	CORE	T_NK_cytotoxic	0.5763327415373987	1044	GSM6086618
GSE202011		F1	CORE	B_plasma	0.2287102131428069	1044	GSM6086618
GSE202011		F1	EXTENDED	keratinocyte_basal	0.5650647080552378	1044	GSM6086618
GSE202011		F1	EXTENDED	keratinocyte_spinous_suprabasal	0.2827948706495957	1044	GSM6086618
GSE202011		F1	EXTENDED	keratinocyte_inflammatory_T17	0.4560525395138732	1044	GSM6086618
GSE202011		F1	EXTENDED	keratinocyte_stress_hypoxia	0.5575921482529685	1044	GSM6086618
GSE202011		F1	EXTENDED	fibroblast_matrix	-0.1503141567893096	1044	GSM6086618
GSE202011		F1	EXTENDED	fibroblast_inflammatory	0.3138906311758426	1044	GSM6086618
GSE202011		F1	EXTENDED	endothelial_vascular	0.4649818764784076	1044	GSM6086618
GSE202011		F1	EXTENDED	myeloid_dendritic	0.5930631769343445	1044	GSM6086618
GSE202011		F1	EXTENDED	T_NK_cytotoxic	0.5899436323913879	1044	GSM6086618
GSE202011		F1	EXTENDED	B_plasma	0.2278293031521359	1044	GSM6086618
GSE202011		F2	CORE	keratinocyte_basal	0.5375079399533188	1044	GSM6086618
GSE202011		F2	CORE	keratinocyte_spinous_suprabasal	0.2746907790460364	1044	GSM6086618
GSE202011		F2	CORE	keratinocyte_inflammatory_T17	0.4481441340390238	1044	GSM6086618
GSE202011		F2	CORE	keratinocyte_stress_hypoxia	0.5476358284664766	1044	GSM6086618
GSE202011		F2	CORE	fibroblast_matrix	-0.0587654240327668	1044	GSM6086618
GSE202011		F2	CORE	fibroblast_inflammatory	0.3461026480547267	1044	GSM6086618
GSE202011		F2	CORE	endothelial_vascular	0.4638495459024023	1044	GSM6086618
GSE202011		F2	CORE	myeloid_dendritic	0.6070477646225506	1044	GSM6086618
GSE202011		F2	CORE	T_NK_cytotoxic	0.6030863827658185	1044	GSM6086618
GSE202011		F2	CORE	B_plasma	0.2263068529015358	1044	GSM6086618
GSE202011		F2	EXTENDED	keratinocyte_basal	0.5378731007958636	1044	GSM6086618
GSE202011		F2	EXTENDED	keratinocyte_spinous_suprabasal	0.2587277474025535	1044	GSM6086618
GSE202011		F2	EXTENDED	keratinocyte_inflammatory_T17	0.4425327923893344	1044	GSM6086618
GSE202011		F2	EXTENDED	keratinocyte_stress_hypoxia	0.5558027384854081	1044	GSM6086618
GSE202011		F2	EXTENDED	fibroblast_matrix	-0.0624478051266072	1044	GSM6086618
GSE202011		F2	EXTENDED	fibroblast_inflammatory	0.3441628803268616	1044	GSM6086618
GSE202011		F2	EXTENDED	endothelial_vascular	0.4662860677128421	1044	GSM6086618
GSE202011		F2	EXTENDED	myeloid_dendritic	0.6000420437532783	1044	GSM6086618
GSE202011		F2	EXTENDED	T_NK_cytotoxic	0.5962154006223491	1044	GSM6086618
GSE202011		F2	EXTENDED	B_plasma	0.224776501976256	1044	GSM6086618
GSE202011		F6	CORE	keratinocyte_basal	0.5668201495990608	1044	GSM6086618
GSE202011		F6	CORE	keratinocyte_spinous_suprabasal	0.3059104073767627	1044	GSM6086618
GSE202011		F6	CORE	keratinocyte_inflammatory_T17	0.4849597195568277	1044	GSM6086618
GSE202011		F6	CORE	keratinocyte_stress_hypoxia	0.5613212311729306	1044	GSM6086618
GSE202011		F6	CORE	fibroblast_matrix	-0.168107352046388	1044	GSM6086618
GSE202011		F6	CORE	fibroblast_inflammatory	0.3065298547136252	1044	GSM6086618
GSE202011		F6	CORE	endothelial_vascular	0.4359708025105394	1044	GSM6086618
GSE202011		F6	CORE	myeloid_dendritic	0.6007521464578043	1044	GSM6086618
GSE202011		F6	CORE	T_NK_cytotoxic	0.5808260457570864	1044	GSM6086618
GSE202011		F6	CORE	B_plasma	0.2305131273145447	1044	GSM6086618
GSE202011		F6	EXTENDED	keratinocyte_basal	0.5755696248661533	1044	GSM6086618
GSE202011		F6	EXTENDED	keratinocyte_spinous_suprabasal	0.3018317652898433	1044	GSM6086618
GSE202011		F6	EXTENDED	keratinocyte_inflammatory_T17	0.4769335772155147	1044	GSM6086618
GSE202011		F6	EXTENDED	keratinocyte_stress_hypoxia	0.5699267447732602	1044	GSM6086618
GSE202011		F6	EXTENDED	fibroblast_matrix	-0.1673259210958916	1044	GSM6086618
GSE202011		F6	EXTENDED	fibroblast_inflammatory	0.3204277504583809	1044	GSM6086618
GSE202011		F6	EXTENDED	endothelial_vascular	0.4623210161309626	1044	GSM6086618
GSE202011		F6	EXTENDED	myeloid_dendritic	0.5979103622530365	1044	GSM6086618
GSE202011		F6	EXTENDED	T_NK_cytotoxic	0.600937431697632	1044	GSM6086618
GSE202011		F6	EXTENDED	B_plasma	0.2287983265515296	1044	GSM6086618
GSE202011		F7	CORE	keratinocyte_basal	0.589585954678052	1044	GSM6086618
GSE202011		F7	CORE	keratinocyte_spinous_suprabasal	0.2757611937980926	1044	GSM6086618
GSE202011		F7	CORE	keratinocyte_inflammatory_T17	0.4765740966971966	1044	GSM6086618
GSE202011		F7	CORE	keratinocyte_stress_hypoxia	0.5292023239141522	1044	GSM6086618
GSE202011		F7	CORE	fibroblast_matrix	-0.2616048500563051	1044	GSM6086618
GSE202011		F7	CORE	fibroblast_inflammatory	0.2897931837088599	1044	GSM6086618
GSE202011		F7	CORE	endothelial_vascular	0.4795330751331822	1044	GSM6086618
GSE202011		F7	CORE	myeloid_dendritic	0.5848657659070484	1044	GSM6086618
GSE202011		F7	CORE	T_NK_cytotoxic	0.6042699318499005	1044	GSM6086618
GSE202011		F7	CORE	B_plasma	0.2227483212930746	1044	GSM6086618
GSE202011		F7	EXTENDED	keratinocyte_basal	0.591058547405983	1044	GSM6086618
GSE202011		F7	EXTENDED	keratinocyte_spinous_suprabasal	0.2866032172967832	1044	GSM6086618
GSE202011		F7	EXTENDED	keratinocyte_inflammatory_T17	0.4801677627277046	1044	GSM6086618
GSE202011		F7	EXTENDED	keratinocyte_stress_hypoxia	0.5477600664054436	1044	GSM6086618
GSE202011		F7	EXTENDED	fibroblast_matrix	-0.2478317766662744	1044	GSM6086618
GSE202011		F7	EXTENDED	fibroblast_inflammatory	0.2966593581816257	1044	GSM6086618
GSE202011		F7	EXTENDED	endothelial_vascular	0.4841721365743124	1044	GSM6086618
GSE202011		F7	EXTENDED	myeloid_dendritic	0.5931168499558716	1044	GSM6086618
GSE202011		F7	EXTENDED	T_NK_cytotoxic	0.6083877764006461	1044	GSM6086618
GSE202011		F7	EXTENDED	B_plasma	0.2253298349203552	1044	GSM6086618
GSE202011		F1	CORE	keratinocyte_basal	0.3281368821159107	447	GSM6086619
GSE202011		F1	CORE	keratinocyte_spinous_suprabasal	0.2479642571210931	447	GSM6086619
GSE202011		F1	CORE	keratinocyte_inflammatory_T17	0.2568171946391461	447	GSM6086619
GSE202011		F1	CORE	keratinocyte_stress_hypoxia	0.3444870972767412	447	GSM6086619
GSE202011		F1	CORE	fibroblast_matrix	0.1947911763083666	447	GSM6086619
GSE202011		F1	CORE	fibroblast_inflammatory	0.2627046245561271	447	GSM6086619
GSE202011		F1	CORE	endothelial_vascular	0.2805619824840337	447	GSM6086619
GSE202011		F1	CORE	myeloid_dendritic	0.2232285614114598	447	GSM6086619
GSE202011		F1	CORE	T_NK_cytotoxic	0.1323380107493434	447	GSM6086619
GSE202011		F1	CORE	B_plasma	0.0755934222115795	447	GSM6086619
GSE202011		F1	EXTENDED	keratinocyte_basal	0.3454688012580053	447	GSM6086619
GSE202011		F1	EXTENDED	keratinocyte_spinous_suprabasal	0.3264544973081265	447	GSM6086619
GSE202011		F1	EXTENDED	keratinocyte_inflammatory_T17	0.2598674493400584	447	GSM6086619
GSE202011		F1	EXTENDED	keratinocyte_stress_hypoxia	0.3575876973721492	447	GSM6086619
GSE202011		F1	EXTENDED	fibroblast_matrix	0.2935671388429051	447	GSM6086619
GSE202011		F1	EXTENDED	fibroblast_inflammatory	0.3225509845210946	447	GSM6086619
GSE202011		F1	EXTENDED	endothelial_vascular	0.2923809748927419	447	GSM6086619
GSE202011		F1	EXTENDED	myeloid_dendritic	0.2701168012731972	447	GSM6086619
GSE202011		F1	EXTENDED	T_NK_cytotoxic	0.1362815292954302	447	GSM6086619
GSE202011		F1	EXTENDED	B_plasma	0.0741255912604045	447	GSM6086619
GSE202011		F2	CORE	keratinocyte_basal	0.3688976756158813	447	GSM6086619
GSE202011		F2	CORE	keratinocyte_spinous_suprabasal	0.3260724107652852	447	GSM6086619
GSE202011		F2	CORE	keratinocyte_inflammatory_T17	0.2402311576690143	447	GSM6086619
GSE202011		F2	CORE	keratinocyte_stress_hypoxia	0.3176852589288728	447	GSM6086619
GSE202011		F2	CORE	fibroblast_matrix	0.3441457442059193	447	GSM6086619
GSE202011		F2	CORE	fibroblast_inflammatory	0.3723129113148324	447	GSM6086619
GSE202011		F2	CORE	endothelial_vascular	0.2868444622702807	447	GSM6086619
GSE202011		F2	CORE	myeloid_dendritic	0.271618352954287	447	GSM6086619
GSE202011		F2	CORE	T_NK_cytotoxic	0.1115234034916879	447	GSM6086619
GSE202011		F2	CORE	B_plasma	0.0770620218403	447	GSM6086619
GSE202011		F2	EXTENDED	keratinocyte_basal	0.3507827464146191	447	GSM6086619
GSE202011		F2	EXTENDED	keratinocyte_spinous_suprabasal	0.3305344437125493	447	GSM6086619
GSE202011		F2	EXTENDED	keratinocyte_inflammatory_T17	0.2481488816502126	447	GSM6086619
GSE202011		F2	EXTENDED	keratinocyte_stress_hypoxia	0.329352388010335	447	GSM6086619
GSE202011		F2	EXTENDED	fibroblast_matrix	0.3439747885525264	447	GSM6086619
GSE202011		F2	EXTENDED	fibroblast_inflammatory	0.3565555450334787	447	GSM6086619
GSE202011		F2	EXTENDED	endothelial_vascular	0.3036964313629516	447	GSM6086619
GSE202011		F2	EXTENDED	myeloid_dendritic	0.2644387995530275	447	GSM6086619
GSE202011		F2	EXTENDED	T_NK_cytotoxic	0.1141619007912567	447	GSM6086619
GSE202011		F2	EXTENDED	B_plasma	0.0752264638513291	447	GSM6086619
GSE202011		F6	CORE	keratinocyte_basal	0.3248113794901573	447	GSM6086619
GSE202011		F6	CORE	keratinocyte_spinous_suprabasal	0.2882349419941369	447	GSM6086619
GSE202011		F6	CORE	keratinocyte_inflammatory_T17	0.239558334004124	447	GSM6086619
GSE202011		F6	CORE	keratinocyte_stress_hypoxia	0.3606301220999499	447	GSM6086619
GSE202011		F6	CORE	fibroblast_matrix	0.1846404772908453	447	GSM6086619
GSE202011		F6	CORE	fibroblast_inflammatory	0.290675481990159	447	GSM6086619
GSE202011		F6	CORE	endothelial_vascular	0.2427951233253648	447	GSM6086619
GSE202011		F6	CORE	myeloid_dendritic	0.2326603294382989	447	GSM6086619
GSE202011		F6	CORE	T_NK_cytotoxic	0.1547902496827537	447	GSM6086619
GSE202011		F6	CORE	B_plasma	0.076352745869662	447	GSM6086619
GSE202011		F6	EXTENDED	keratinocyte_basal	0.3531104552789956	447	GSM6086619
GSE202011		F6	EXTENDED	keratinocyte_spinous_suprabasal	0.3655483996793911	447	GSM6086619
GSE202011		F6	EXTENDED	keratinocyte_inflammatory_T17	0.2636230816598299	447	GSM6086619
GSE202011		F6	EXTENDED	keratinocyte_stress_hypoxia	0.3670358408010744	447	GSM6086619
GSE202011		F6	EXTENDED	fibroblast_matrix	0.2396139431891372	447	GSM6086619
GSE202011		F6	EXTENDED	fibroblast_inflammatory	0.3704165530033802	447	GSM6086619
GSE202011		F6	EXTENDED	endothelial_vascular	0.3036844611916885	447	GSM6086619
GSE202011		F6	EXTENDED	myeloid_dendritic	0.2666256789618871	447	GSM6086619
GSE202011		F6	EXTENDED	T_NK_cytotoxic	0.1307398340135952	447	GSM6086619
GSE202011		F6	EXTENDED	B_plasma	0.0697221446536242	447	GSM6086619
GSE202011		F7	CORE	keratinocyte_basal	0.3619304377845085	447	GSM6086619
GSE202011		F7	CORE	keratinocyte_spinous_suprabasal	0.3408959137849608	447	GSM6086619
GSE202011		F7	CORE	keratinocyte_inflammatory_T17	0.2412042760463915	447	GSM6086619
GSE202011		F7	CORE	keratinocyte_stress_hypoxia	0.3579297536916888	447	GSM6086619
GSE202011		F7	CORE	fibroblast_matrix	0.203468105677066	447	GSM6086619
GSE202011		F7	CORE	fibroblast_inflammatory	0.3534426135174203	447	GSM6086619
GSE202011		F7	CORE	endothelial_vascular	0.3164736991867815	447	GSM6086619
GSE202011		F7	CORE	myeloid_dendritic	0.2431321982796763	447	GSM6086619
GSE202011		F7	CORE	T_NK_cytotoxic	0.1419362143552608	447	GSM6086619
GSE202011		F7	CORE	B_plasma	0.0678872966463214	447	GSM6086619
GSE202011		F7	EXTENDED	keratinocyte_basal	0.3568148848196731	447	GSM6086619
GSE202011		F7	EXTENDED	keratinocyte_spinous_suprabasal	0.3516620663052567	447	GSM6086619
GSE202011		F7	EXTENDED	keratinocyte_inflammatory_T17	0.253305690791517	447	GSM6086619
GSE202011		F7	EXTENDED	keratinocyte_stress_hypoxia	0.3607385604150766	447	GSM6086619
GSE202011		F7	EXTENDED	fibroblast_matrix	0.2111664777300892	447	GSM6086619
GSE202011		F7	EXTENDED	fibroblast_inflammatory	0.3598771352762293	447	GSM6086619
GSE202011		F7	EXTENDED	endothelial_vascular	0.3211931648484424	447	GSM6086619
GSE202011		F7	EXTENDED	myeloid_dendritic	0.249643174877504	447	GSM6086619
GSE202011		F7	EXTENDED	T_NK_cytotoxic	0.1376147105597848	447	GSM6086619
GSE202011		F7	EXTENDED	B_plasma	0.0693551254281433	447	GSM6086619
GSE202011		F1	CORE	keratinocyte_basal	0.5732031808881131	230	GSM6086620
GSE202011		F1	CORE	keratinocyte_spinous_suprabasal	0.4926005833923054	230	GSM6086620
GSE202011		F1	CORE	keratinocyte_inflammatory_T17	0.413542295942144	230	GSM6086620
GSE202011		F1	CORE	keratinocyte_stress_hypoxia	0.6118499471960116	230	GSM6086620
GSE202011		F1	CORE	fibroblast_matrix	-0.3596828356736811	230	GSM6086620
GSE202011		F1	CORE	fibroblast_inflammatory	0.4331885362339605	230	GSM6086620
GSE202011		F1	CORE	endothelial_vascular	0.2832221305107109	230	GSM6086620
GSE202011		F1	CORE	myeloid_dendritic	0.3738862577356567	230	GSM6086620
GSE202011		F1	CORE	T_NK_cytotoxic	0.1896831738363509	230	GSM6086620
GSE202011		F1	CORE	B_plasma	0.1395792582393869	230	GSM6086620
GSE202011		F1	EXTENDED	keratinocyte_basal	0.57806101886163	230	GSM6086620
GSE202011		F1	EXTENDED	keratinocyte_spinous_suprabasal	0.4793793258194244	230	GSM6086620
GSE202011		F1	EXTENDED	keratinocyte_inflammatory_T17	0.4072458014740148	230	GSM6086620
GSE202011		F1	EXTENDED	keratinocyte_stress_hypoxia	0.6406570194675599	230	GSM6086620
GSE202011		F1	EXTENDED	fibroblast_matrix	-0.342689304233352	230	GSM6086620
GSE202011		F1	EXTENDED	fibroblast_inflammatory	0.448096914611541	230	GSM6086620
GSE202011		F1	EXTENDED	endothelial_vascular	0.3160059208620505	230	GSM6086620
GSE202011		F1	EXTENDED	myeloid_dendritic	0.4113641139311995	230	GSM6086620
GSE202011		F1	EXTENDED	T_NK_cytotoxic	0.2158562715507624	230	GSM6086620
GSE202011		F1	EXTENDED	B_plasma	0.1575025927157308	230	GSM6086620
GSE202011		F2	CORE	keratinocyte_basal	0.5452427477845019	230	GSM6086620
GSE202011		F2	CORE	keratinocyte_spinous_suprabasal	0.4346381167721588	230	GSM6086620
GSE202011		F2	CORE	keratinocyte_inflammatory_T17	0.327660833565523	230	GSM6086620
GSE202011		F2	CORE	keratinocyte_stress_hypoxia	0.6154387515667176	230	GSM6086620
GSE202011		F2	CORE	fibroblast_matrix	-0.2702284081623609	230	GSM6086620
GSE202011		F2	CORE	fibroblast_inflammatory	0.4597523553993388	230	GSM6086620
GSE202011		F2	CORE	endothelial_vascular	0.3706947300890891	230	GSM6086620
GSE202011		F2	CORE	myeloid_dendritic	0.4188650799963041	230	GSM6086620
GSE202011		F2	CORE	T_NK_cytotoxic	0.2404370564720433	230	GSM6086620
GSE202011		F2	CORE	B_plasma	0.188587198342357	230	GSM6086620
GSE202011		F2	EXTENDED	keratinocyte_basal	0.5774539124103204	230	GSM6086620
GSE202011		F2	EXTENDED	keratinocyte_spinous_suprabasal	0.4097233694727524	230	GSM6086620
GSE202011		F2	EXTENDED	keratinocyte_inflammatory_T17	0.3029334819348109	230	GSM6086620
GSE202011		F2	EXTENDED	keratinocyte_stress_hypoxia	0.6301215186548043	230	GSM6086620
GSE202011		F2	EXTENDED	fibroblast_matrix	-0.2543824943975417	230	GSM6086620
GSE202011		F2	EXTENDED	fibroblast_inflammatory	0.4889024854989667	230	GSM6086620
GSE202011		F2	EXTENDED	endothelial_vascular	0.3663135110206291	230	GSM6086620
GSE202011		F2	EXTENDED	myeloid_dendritic	0.4294389389488395	230	GSM6086620
GSE202011		F2	EXTENDED	T_NK_cytotoxic	0.2440741425241124	230	GSM6086620
GSE202011		F2	EXTENDED	B_plasma	0.1853966717411327	230	GSM6086620
GSE202011		F6	CORE	keratinocyte_basal	0.5181853300442927	230	GSM6086620
GSE202011		F6	CORE	keratinocyte_spinous_suprabasal	0.5025848273617401	230	GSM6086620
GSE202011		F6	CORE	keratinocyte_inflammatory_T17	0.4117127224398916	230	GSM6086620
GSE202011		F6	CORE	keratinocyte_stress_hypoxia	0.6390009612148645	230	GSM6086620
GSE202011		F6	CORE	fibroblast_matrix	-0.3327656704953793	230	GSM6086620
GSE202011		F6	CORE	fibroblast_inflammatory	0.4199412110416711	230	GSM6086620
GSE202011		F6	CORE	endothelial_vascular	0.3552000698258422	230	GSM6086620
GSE202011		F6	CORE	myeloid_dendritic	0.3653635116268733	230	GSM6086620
GSE202011		F6	CORE	T_NK_cytotoxic	0.2451429353552029	230	GSM6086620
GSE202011		F6	CORE	B_plasma	0.1694147294355249	230	GSM6086620
GSE202011		F6	EXTENDED	keratinocyte_basal	0.5837755131356545	230	GSM6086620
GSE202011		F6	EXTENDED	keratinocyte_spinous_suprabasal	0.469851735505808	230	GSM6086620
GSE202011		F6	EXTENDED	keratinocyte_inflammatory_T17	0.3745906267645398	230	GSM6086620
GSE202011		F6	EXTENDED	keratinocyte_stress_hypoxia	0.6375259707563827	230	GSM6086620
GSE202011		F6	EXTENDED	fibroblast_matrix	-0.3213285048402645	230	GSM6086620
GSE202011		F6	EXTENDED	fibroblast_inflammatory	0.4605994223526105	230	GSM6086620
GSE202011		F6	EXTENDED	endothelial_vascular	0.3255240385532849	230	GSM6086620
GSE202011		F6	EXTENDED	myeloid_dendritic	0.4043449058275546	230	GSM6086620
GSE202011		F6	EXTENDED	T_NK_cytotoxic	0.2326669180880773	230	GSM6086620
GSE202011		F6	EXTENDED	B_plasma	0.1776743691669534	230	GSM6086620
GSE202011		F7	CORE	keratinocyte_basal	0.6114577918618986	230	GSM6086620
GSE202011		F7	CORE	keratinocyte_spinous_suprabasal	0.368436158487421	230	GSM6086620
GSE202011		F7	CORE	keratinocyte_inflammatory_T17	0.2730774067398331	230	GSM6086620
GSE202011		F7	CORE	keratinocyte_stress_hypoxia	0.6280895921438957	230	GSM6086620
GSE202011		F7	CORE	fibroblast_matrix	-0.2802483351218157	230	GSM6086620
GSE202011		F7	CORE	fibroblast_inflammatory	0.4117432068477594	230	GSM6086620
GSE202011		F7	CORE	endothelial_vascular	0.286314819057071	230	GSM6086620
GSE202011		F7	CORE	myeloid_dendritic	0.3892259059732278	230	GSM6086620
GSE202011		F7	CORE	T_NK_cytotoxic	0.2392623994935042	230	GSM6086620
GSE202011		F7	CORE	B_plasma	0.1627056912150152	230	GSM6086620
GSE202011		F7	EXTENDED	keratinocyte_basal	0.5856668642654451	230	GSM6086620
GSE202011		F7	EXTENDED	keratinocyte_spinous_suprabasal	0.4305509186086364	230	GSM6086620
GSE202011		F7	EXTENDED	keratinocyte_inflammatory_T17	0.3450057821426721	230	GSM6086620
GSE202011		F7	EXTENDED	keratinocyte_stress_hypoxia	0.6403070906967201	230	GSM6086620
GSE202011		F7	EXTENDED	fibroblast_matrix	-0.311188087901109	230	GSM6086620
GSE202011		F7	EXTENDED	fibroblast_inflammatory	0.4294634465317624	230	GSM6086620
GSE202011		F7	EXTENDED	endothelial_vascular	0.3049312324649209	230	GSM6086620
GSE202011		F7	EXTENDED	myeloid_dendritic	0.3953587441656984	230	GSM6086620
GSE202011		F7	EXTENDED	T_NK_cytotoxic	0.2409083694572596	230	GSM6086620
GSE202011		F7	EXTENDED	B_plasma	0.1710420933974792	230	GSM6086620
GSE202011		F1	CORE	keratinocyte_basal	0.5142067503870376	1183	GSM6086621
GSE202011		F1	CORE	keratinocyte_spinous_suprabasal	0.3960332795087249	1183	GSM6086621
GSE202011		F1	CORE	keratinocyte_inflammatory_T17	0.3361030301303597	1183	GSM6086621
GSE202011		F1	CORE	keratinocyte_stress_hypoxia	0.5696313378266591	1183	GSM6086621
GSE202011		F1	CORE	fibroblast_matrix	-0.3125766452120556	1183	GSM6086621
GSE202011		F1	CORE	fibroblast_inflammatory	0.2522270028622665	1183	GSM6086621
GSE202011		F1	CORE	endothelial_vascular	0.3890087452476505	1183	GSM6086621
GSE202011		F1	CORE	myeloid_dendritic	0.5116114461694904	1183	GSM6086621
GSE202011		F1	CORE	T_NK_cytotoxic	0.4381390405854172	1183	GSM6086621
GSE202011		F1	CORE	B_plasma	0.1775333397799036	1183	GSM6086621
GSE202011		F1	EXTENDED	keratinocyte_basal	0.5224274642381764	1183	GSM6086621
GSE202011		F1	EXTENDED	keratinocyte_spinous_suprabasal	0.4037665927957841	1183	GSM6086621
GSE202011		F1	EXTENDED	keratinocyte_inflammatory_T17	0.3412380091093333	1183	GSM6086621
GSE202011		F1	EXTENDED	keratinocyte_stress_hypoxia	0.5880126726475225	1183	GSM6086621
GSE202011		F1	EXTENDED	fibroblast_matrix	-0.2476957203003453	1183	GSM6086621
GSE202011		F1	EXTENDED	fibroblast_inflammatory	0.2802845645904747	1183	GSM6086621
GSE202011		F1	EXTENDED	endothelial_vascular	0.3970608187395456	1183	GSM6086621
GSE202011		F1	EXTENDED	myeloid_dendritic	0.514329793555529	1183	GSM6086621
GSE202011		F1	EXTENDED	T_NK_cytotoxic	0.4475989617135071	1183	GSM6086621
GSE202011		F1	EXTENDED	B_plasma	0.1849572701468278	1183	GSM6086621
GSE202011		F2	CORE	keratinocyte_basal	0.4984213392129603	1183	GSM6086621
GSE202011		F2	CORE	keratinocyte_spinous_suprabasal	0.3931404218622519	1183	GSM6086621
GSE202011		F2	CORE	keratinocyte_inflammatory_T17	0.3194057282353847	1183	GSM6086621
GSE202011		F2	CORE	keratinocyte_stress_hypoxia	0.5833212115012383	1183	GSM6086621
GSE202011		F2	CORE	fibroblast_matrix	-0.1971076524010447	1183	GSM6086621
GSE202011		F2	CORE	fibroblast_inflammatory	0.2877828972998731	1183	GSM6086621
GSE202011		F2	CORE	endothelial_vascular	0.4136256803737699	1183	GSM6086621
GSE202011		F2	CORE	myeloid_dendritic	0.51299563634247	1183	GSM6086621
GSE202011		F2	CORE	T_NK_cytotoxic	0.4498597587230923	1183	GSM6086621
GSE202011		F2	CORE	B_plasma	0.1939484624041125	1183	GSM6086621
GSE202011		F2	EXTENDED	keratinocyte_basal	0.4987283311274391	1183	GSM6086621
