source_table	Outcome	system	rg	SE	Z	P	FDR	h2_psoriasis	h2_psoriasis_SE	h2_outcome	h2_outcome_SE	outcome_intercept	cross_trait_intercept	QC_status	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p	locus	chr	start	stop	outcome	univ_p_psoriasis	univ_p_outcome	fdr_within_outcome	z_approx	se_approx	direction	pair_scope	fdr_all_tests	validation_priority	rho_1000g	p_1000g	h2_psoriasis_1000g	h2_outcome_1000g	univ_p_psoriasis_1000g	univ_p_outcome_1000g	rho_ukb	se_approx_ukb	z_approx_ukb	p_ukb	h2_psoriasis_ukb	h2_outcome_ukb	univ_p_psoriasis_ukb	univ_p_outcome_ukb	status	ukb_status	direction_ukb	direction_concordant	ukb_local_h2_reliable	ukb_fdr_within_outcome	phase4br_tier	phase4c_coloc_eligible
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000983232		0.000231556					cad	psoriasis	0.0247879			0.000614441			0.891201	251.0	2.0	45850048.0	46499326.0	cad	3.79871e-06	3.0367e-08	0.93507585840708	0.136784671655228	0.181218404811316	positive	primary_systemic	0.93507585840708																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00134113		0.000143914					cad	psoriasis	0.692959			0.480191			8.38759e-05	1850.0	12.0	121817510.0	123396634.0	cad	1.19259e-12	4.14676e-06	0.0016495593666666	3.9330467984175	0.176188851929964	positive	primary_systemic	0.0016495593666666																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00123941		0.000182907					cad	psoriasis	0.115829			0.0134162			0.524905	1846.0	12.0	117091844.0	118256124.0	cad	3.06747e-08	4.7713e-06	0.737366547619048	0.635802742078393	0.182177572278728	positive	primary_systemic	0.737366547619048																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00571835		0.000212951					cad	psoriasis	0.145597			0.0211984			0.213956	926.0	6.0	63979.0	1380679.0	cad	1.5618599999999998e-65	1.66196e-06	0.420780133333333	1.24276077736749	0.117156095244988	positive	primary_systemic	0.420780133333333																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000956688		0.000285748					cad	psoriasis	-0.465255			0.216462			0.00689357	1873.0	13.0	28587126.0	30068525.0	cad	6.4308e-06	3.96374e-11	0.0458858077777778	2.70194241713835	0.172192788805898	negative	primary_systemic	0.0458858077777778																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00185767		0.000242516					cad	psoriasis	0.160117			0.0256376			0.288688	603.0	4.0	5972710.0	7135819.0	cad	1.75763e-12	1.38347e-07	0.486645485714286	1.06100418339971	0.150910809311747	positive	primary_systemic	0.486645485714286																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000851137		0.000205518					cad	psoriasis	0.0738122			0.00544824			0.69606	1072.0	6.0	149278799.0	150635315.0	cad	8.51313e-06	5.20374e-08	0.846753402061856	0.390644537694569	0.188949781393619	positive	primary_systemic	0.846753402061856																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00138713		0.000173711					cad	psoriasis	-0.401826			0.161464			0.0253715	2482.0	22.0	37364005.0	38718589.0	cad	1.4411e-09	1.34055e-05	0.117394569230769	2.23569891748803	0.179731714703105	negative	primary_systemic	0.117394569230769																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00327176		0.000170016					cad	psoriasis	0.461416			0.212905			0.000622464	2412.0	20.0	48212976.0	49236418.0	cad	8.795240000000001e-40	7.11555e-07	0.0081611946666666	3.42163244277907	0.13485259089525	positive	primary_systemic	0.0081611946666666																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00175113		0.000172709					cad	psoriasis	-0.0146935			0.000215899			0.927611	1493.0	10.0	6234719.0	6897037.0	cad	2.09285e-14	5.02961e-06	0.960158754385965	0.0908509816693173	0.161731879282075	negative	primary_systemic	0.960158754385965																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00261103		0.000169044					cad	psoriasis	0.231796			0.0537292			0.114997	1733.0	11.0	128262551.0	129451784.0	cad	6.52171e-25	1.10359e-05	0.294992304347826	1.57612499387914	0.147067016194893	positive	primary_systemic	0.294992304347826																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000861		0.000216966					cad	psoriasis	0.0824117			0.00679169			0.659692	974.0	6.0	38688721.0	39785907.0	cad	1.08439e-05	2.54826e-08	0.831739319148936	0.440338445132474	0.187155359499003	positive	primary_systemic	0.831739319148936																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00280782		0.000156881					cad	psoriasis	0.0710958			0.00505461			0.62311	854.0	5.0	95117260.0	96467377.0	cad	1.68894e-30	8.22276e-06	0.807988791208791	0.49144746541523	0.14466612405851	positive	primary_systemic	0.807988791208791																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00112724		0.000233659					cad	psoriasis	0.287102			0.0824278			0.102647	221.0	2.0	15721704.0	17241115.0	cad	5.91951e-07	5.89794e-08	0.275312772727273	1.63215422988852	0.175903719601063	positive	primary_systemic	0.275312772727273																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00172171		0.000164616					cad	psoriasis	0.55964			0.313197			0.00035624	1732.0	11.0	127306872.0	128262550.0	cad	1.87706e-17	4.88697e-07	0.00525454	3.57054444439307	0.156738001365259	positive	primary_systemic	0.00525454																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00117805		0.000177555					cad	psoriasis	0.548431			0.300777			0.00311365	275.0	2.0	68877775.0	70756283.0	cad	4.14981e-08	4.74878e-06	0.0262436214285714	2.95628918938286	0.18551331242208	positive	primary_systemic	0.0262436214285714																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00148477		0.000198078					cad	psoriasis	-0.0521761			0.00272235			0.753396	581.0	3.0	183203156.0	184524268.0	cad	1.02247e-10	1.09072e-06	0.88900728	0.314164636335938	0.166078845182969	negative	primary_systemic	0.88900728																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00100177		0.000247348					cad	psoriasis	-0.237763			0.0565313			0.176746	2274.0	18.0	45718493.0	46558306.0	cad	2.70358e-06	5.04536e-09	0.379200509090909	1.35084215863943	0.176010941381541	negative	primary_systemic	0.379200509090909																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00103771		0.00122509					cad	psoriasis	-0.180195			0.0324703			0.123123	936.0	6.0	11790672.0	13352326.0	cad	1.67876e-06	1.17044e-84	0.309117319148936	1.54179671748876	0.116873384121285	negative	primary_systemic	0.309117319148936																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00101564		0.000344059					cad	psoriasis	0.443033			0.196278			0.00663979	1353.0	8.0	128073655.0	129291118.0	cad	8.33613e-06	5.29368e-13	0.0458858077777778	2.71439023524401	0.163216399118888	positive	primary_systemic	0.0458858077777778																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00113006		0.000253345					cad	psoriasis	0.391028			0.152903			0.0207341	1267.0	8.0	21650454.0	22895018.0	cad	3.56023e-07	3.85368e-09	0.101942658333333	2.31279159726139	0.169071869883574	positive	primary_systemic	0.101942658333333																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.0010863		0.000177338					cad	psoriasis	0.193088			0.0372829			0.341189	2165.0	16.0	83778372.0	84440154.0	cad	2.94419e-06	3.25926e-05	0.537578106666667	0.951818574971335	0.202862189368195	positive	primary_systemic	0.537578106666667																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00119789		0.000167806					cad	psoriasis	0.0993577			0.00987195			0.589033	271.0	2.0	64696090.0	65938002.0	cad	1.63506e-08	7.92954e-06	0.79891832183908	0.540237868915489	0.183914726673007	positive	primary_systemic	0.79891832183908																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00091769		0.000166063					cad	psoriasis	0.103205			0.0106514			0.605021	40.0	1.0	43512670.0	45167235.0	cad	3.22618e-06	6.65479e-06	0.807988791208791	0.517193627550397	0.199548088960055	positive	primary_systemic	0.807988791208791																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000871643		0.000146462					cad	psoriasis	0.0969723			0.00940364			0.662572	2379.0	20.0	9279551.0	10279603.0	cad	2.22718e-05	0.000107389	0.831739319148936	0.436364901604008	0.222227543149197	positive	primary_systemic	0.831739319148936																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000989895		0.000276978					cad	psoriasis	0.00704055			4.95694e-05			0.968424	768.0	4.0	184338585.0	185483262.0	cad	1.4716e-05	1.76781e-09	0.976701128205128	0.0395849828562281	0.177859114542783	positive	primary_systemic	0.976701128205128																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00170815		0.000128131					cad	psoriasis	0.0749723			0.00562084			0.653399	1555.0	10.0	73514215.0	75694023.0	cad	1.8952100000000003e-18	1.26806e-05	0.831739319148936	0.449045270258973	0.166959335651753	positive	primary_systemic	0.831739319148936																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00132821		0.000193987					cad	psoriasis	-0.136451			0.0186188			0.446853	2167.0	16.0	85146806.0	86058597.0	cad	2.30889e-08	4.42962e-06	0.650971037037037	0.760672004935653	0.179382176699855	negative	primary_systemic	0.650971037037037																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00120507		0.000185292					cad	psoriasis	0.024632			0.000606736			0.895454	781.0	5.0	4636543.0	5828694.0	cad	1.84766e-07	9.2378e-06	0.93507585840708	0.131406180156926	0.18744932674083	positive	primary_systemic	0.93507585840708																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000718228		0.000269829					cad	psoriasis	-0.288239			0.0830815			0.102659	335.0	2.0	144503689.0	145977920.0	cad	2.24664e-05	2.78904e-13	0.275312772727273	1.63209725473774	0.176606509914335	negative	primary_systemic	0.275312772727273																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000956913		0.00024284					cad	psoriasis	-0.0901911			0.00813444			0.620409	1389.0	9.0	14244748.0	14902924.0	cad	1.03049e-05	1.13407e-08	0.807988791208791	0.495270771433499	0.182104628825467	negative	primary_systemic	0.807988791208791																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00132778		0.000164268					cad	psoriasis	0.136945			0.018754			0.419278	2355.0	19.0	48573066.0	49415189.0	cad	2.9957e-11	1.40703e-06	0.61843505	0.807674477197092	0.169554695445183	positive	primary_systemic	0.61843505																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.0010023		0.00020691					cad	psoriasis	0.297117			0.0882783			0.130055	915.0	5.0	166863414.0	168342743.0	cad	1.1045e-05	1.96397e-06	0.319718541666667	1.51388503615199	0.196261270112832	positive	primary_systemic	0.319718541666667																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00142838		0.000183551					cad	psoriasis	-0.329435			0.108527			0.0623808	2232.0	17.0	75619257.0	76596287.0	cad	1.60527e-09	8.80922e-06	0.217292141176471	1.86357934844104	0.176775408181887	negative	primary_systemic	0.217292141176471																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000958667		0.000174969					cad	psoriasis	0.219678			0.0482585			0.275331	2231.0	17.0	74908267.0	75619256.0	cad	5.16615e-06	7.84663e-06	0.470855913043478	1.09086793092484	0.201379098030462	positive	primary_systemic	0.470855913043478																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00110566		0.000168348					cad	psoriasis	-0.321821			0.103569			0.099827	2039.0	15.0	26392948.0	27563172.0	cad	4.58652e-07	1.98791e-05	0.275312772727273	1.64569290743615	0.195553495154433	negative	primary_systemic	0.275312772727273																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00112845		0.000193423					cad	psoriasis	0.222944			0.0497039			0.234949	1856.0	12.0	128372589.0	129170296.0	cad	6.03075e-07	2.54317e-06	0.42975423880597	1.18770665740659	0.187709649187964	positive	primary_systemic	0.42975423880597																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.001733		0.000214197					cad	psoriasis	-0.406173			0.164977			0.00835235	1037.0	6.0	106053916.0	107309327.0	cad	3.3194e-13	2.34416e-07	0.0518724894736842	2.63748426648655	0.154000160365344	negative	primary_systemic	0.0518724894736842																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.00109904		0.000174551					cad	psoriasis	0.159644			0.0254861			0.393804	897.0	5.0	147180172.0	148662214.0	cad	1.53758e-07	4.1623e-06	0.596320564102564	0.852739104962082	0.187213180527353	positive	primary_systemic	0.596320564102564																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000949183		0.000239318					cad	psoriasis	0.0536108			0.00287412			0.770673	1119.0	7.0	20122180.0	21390644.0	cad	1.09713e-05	2.34171e-08	0.900390237623762	0.2914946957691	0.183916897213342	positive	primary_systemic	0.900390237623762																							
results/phase4b_lava_pairwise/phase4b_pairwise_lava_bivariate_all.tsv								0.000767698		0.00020882					cad	psoriasis	-0.00269645			7.27086e-06			0.98872	1568.0	10.0	88443653.0	89971628.0	cad	1.81247e-05	8.68098e-09	0.98872	0.0141378544313295	0.19072554559797	negative	primary_systemic	0.98872																							
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								347.0	2.0	161432090.0	163607635.0	cad			6.1830348e-06			positive	primary_systemic	8.16681456e-07	CAD_globalFDR_positive	0.650751	5.23986e-08	0.00495075	0.00018963	1.99414e-67	4.67602e-08	0.979148	0.187099608727859	5.23329795640671	1.66512e-07	0.00399184	7.96629e-05	7.78796e-51	0.00582814	OK	OK	positive	True	True	1.998144e-06	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1215.0	7.0	138755108.0	140217630.0	cad			7.231571e-05			positive	primary_systemic	1.530135580645161e-05	CAD_globalFDR_positive	0.840885	1.22569e-06	0.0010378	0.000257363	1.0113e-06	8.60972e-10									ERROR: local h2 not reliable in both traits under UKB reference	ERROR: local h2 not reliable in both traits under UKB reference		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1841.0	12.0	111592382.0	113947983.0	cad			0.0001321910733333			positive	primary_systemic	3.6128492499999994e-05	CAD_globalFDR_positive	0.605075	3.36079e-06	0.00156785	0.000340963	1.63386e-13	1.02772e-16	0.517062	0.144841984035834	3.56983510990902	0.000357206	0.00122398	0.00031469	1.83827e-09	1.10569e-14	OK	OK	positive	True	True	0.0021432359999999	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								267.0	2.0	59251997.0	60775066.0	cad			0.0015721671			positive	primary_systemic	0.00045832668	CAD_globalFDR_positive	0.560739	5.32938e-05	0.00132195	0.000387675	4.50952e-09	7.00011e-17	0.560049	0.231404349880419	2.42021811728869	0.0155112	0.000576239	0.000239521	0.00441001	5.96889e-08	OK	OK	positive	True	True	0.04387488	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								113.0	1.0	154685546.0	156813845.0	cad			0.00161124752			positive	primary_systemic	0.0005621644340425	CAD_globalFDR_positive	0.631202	6.82732e-05	0.00142872	0.000241219	4.94652e-10	1.14644e-08	0.704651	0.249124607398401	2.82850822067977	0.00467655	0.000879902	0.000120721	4.23919e-05	0.00149501	OK	OK	positive	True	True	0.0187062	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1850.0	12.0	121817510.0	123396634.0	cad			0.0016495593666666			positive	primary_systemic	0.0006624484346938	CAD_globalFDR_positive	0.692959	8.38759e-05	0.00134113	0.000143914	1.19259e-12	4.14676e-06	0.392168	0.209100369044975	1.87550123316927	0.0607238	0.000832917	0.000125927	6.34728e-07	2.56537e-05	OK	OK	positive	True	True	0.1040979428571428	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2471.0	22.0	26166935.0	27192923.0	cad			0.0023370574285714			positive	primary_systemic	0.0009580945178571	CAD_globalFDR_positive	0.529898	0.000138639	0.00277758	0.000204006	1.34176e-24	1.52013e-06									ERROR: required phenotype unavailable after local variance filtering	ERROR: required phenotype unavailable after local variance filtering		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1732.0	11.0	127306872.0	128262550.0	cad			0.00525454			positive	primary_systemic	0.00226008	CAD_globalFDR_positive	0.55964	0.00035624	0.00172171	0.000164616	1.87706e-17	4.88697e-07									ERROR: local h2 not reliable in both traits under UKB reference	ERROR: local h2 not reliable in both traits under UKB reference		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2412.0	20.0	48212976.0	49236418.0	cad			0.0081611946666666			positive	primary_systemic	0.003785942390625	CAD_globalFDR_positive	0.461416	0.000622464	0.00327176	0.000170016	8.795240000000001e-40	7.11555e-07	0.457287	0.216562858788314	2.11156706444751	0.0347236	0.00212413	6.78586e-05	1.9411e-22	0.0142269	OK	OK	positive	True	True	0.0694472	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1913.0	13.0	73114510.0	74437635.0	cad			0.0087747986			positive	primary_systemic	0.0043603583181818	CAD_globalFDR_positive	0.533419	0.000743627	0.00106366	0.000321619	5.72218e-07	1.65884e-13									ERROR: local h2 not reliable in both traits under UKB reference	ERROR: local h2 not reliable in both traits under UKB reference		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2318.0	19.0	10028841.0	11681978.0	cad			0.0258360999999999			positive	primary_systemic	0.0119623976470588	CAD_globalFDR_positive	0.178628	0.0026274	0.00722254	0.00106526	1.28165e-97	1.06178e-70	0.185281	0.0785131285466205	2.3598728445776	0.0182812	0.00420482	0.000696774	2.0584000000000006e-45	4.07419e-38	OK	OK	positive	True	True	0.04387488	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								275.0	2.0	68877775.0	70756283.0	cad			0.0262436214285714			positive	primary_systemic	0.0135391297752808	CAD_globalFDR_positive	0.548431	0.00311365	0.00117805	0.000177555	4.14981e-08	4.74878e-06	0.328633	0.319422310356189	1.02883546122229	0.303557	0.000382427	0.000140346	0.0273528	0.000210821	OK	OK	positive	True	True	0.3311530909090909	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1353.0	8.0	128073655.0	129291118.0	cad			0.0458858077777777			positive	primary_systemic	0.0259555427272727	CAD_globalFDR_positive	0.443033	0.00663979	0.00101564	0.000344059	8.33613e-06	5.29368e-13	0.182	0.340647357029446	0.534276859175125	0.59315	0.000463397	0.000121968	0.021777	0.00301108	OK	OK	positive	True	True	0.59315	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2095.0	15.0	95662426.0	96864278.0	cad			0.0458858077777777			positive	primary_systemic	0.0265570402941176	CAD_globalFDR_positive	0.444971	0.00699953	0.00122495	0.000266107	1.26906e-07	2.57783e-09									ERROR: local h2 not reliable in both traits under UKB reference	ERROR: local h2 not reliable in both traits under UKB reference		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								893.0	5.0	141253831.0	142532956.0	cad			0.0526130729999999			positive	primary_systemic	0.0313732808181818	CAD_globalFDR_positive	0.374403	0.00891747	0.00143954	0.000322615	8.19548e-10	8.41244e-13	0.254529	0.212142846134018	1.19980006226185	0.230217	0.000725167	0.000222403	0.000490204	1.52314e-07	OK	OK	positive	True	True	0.2762604	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								313.0	2.0	121073753.0	122026817.0	cad			0.0580093619047619			positive	primary_systemic	0.0353563884955752	CAD_globalFDR_positive	0.457099	0.0103237	0.00124252	0.000188344	1.18581e-08	1.3065e-06	0.38943	0.26802735841628	1.45294869262998	0.146238	0.000366917	0.000210043	0.0233935	3.93648e-08	OK	OK	positive	True	True	0.194984	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								785.0	5.0	9203856.0	10549029.0	cad			0.0580533181818181			positive	primary_systemic	0.0367429342105263	CAD_globalFDR_positive	0.378708	0.0108235	0.00192815	0.000244651	1.85604e-13	8.33268e-08	0.613094	0.394646202127024	1.55352818979534	0.120297	0.000521309	7.94076e-05	0.0137756	0.0339883	OK	OK	positive	True	True	0.1804455	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								57.0	1.0	66778016.0	67761890.0	crohn			1.07255857e-20			negative	qc_flagged_ibd	7.921377225e-21	IBD_common_FDR	-0.534925	8.18747e-23	0.00521621	0.0276692	2.52945e-81	3.31129e-199	-0.563557	0.0608660550170871	9.25897037095293	2.0641299999999994e-20	0.00420323	0.0220048	5.26183e-62	2.0649e-151	OK	OK	negative	True	True	2.4769559999999995e-19	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								908.0	5.0	158484776.0	159663733.0	crohn			1.563354e-10			positive	qc_flagged_ibd	1.065798e-10	IBD_common_FDR	0.381768	3.5802e-12	0.0266355	0.00958946	0.0	6.38918e-46	0.487801	0.0700991671571054	6.95872746828427	3.4336e-12	0.0176689	0.00603106	1e-323	6.703200000000001e-25	OK	OK	positive	True	True	2.0601599999999998e-11	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2251.0	18.0	12735559.0	13641479.0	crohn			3.697518666666667e-07			negative	qc_flagged_ibd	2.979055636363636e-07	IBD_common_FDR	-0.658624	1.69352e-08	0.00224055	0.0046242	1.43673e-22	7.98317e-17	-0.846067	0.170765579128419	4.95455234197836	7.2497e-07	0.00123059	0.00261469	5.47755e-10	8.7736e-08	OK	OK	negative	True	True	1.739928e-06	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								26.0	1.0	23907046.0	25885138.0	crohn			3.5533488e-05			positive	qc_flagged_ibd	3.0874404705882355e-05	IBD_common_FDR	0.518015	2.71248e-06	0.00700598	0.00299713	1.47915e-93	1.11774e-07									ERROR: local h2 not reliable in both traits under UKB reference	ERROR: local h2 not reliable in both traits under UKB reference		False	False		Tier 3	False
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								58.0	1.0	67761891.0	68633860.0	crohn			3.815708454545455e-05			negative	qc_flagged_ibd	3.542741742857143e-05	IBD_common_FDR	-0.645466	3.20403e-06	0.00102891	0.00594805	3.84278e-08	5.02009e-25	-0.729768	0.170797293060116	4.27271408653497	1.93108e-05	0.000746468	0.00421031	1.44879e-05	6.2167e-16	OK	OK	negative	True	True	3.86216e-05	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2453.0	21.0	39252060.0	40480831.0	crohn			0.0212263666666666			negative	qc_flagged_ibd	0.026336898	IBD_common_FDR	-0.355707	0.0068054	0.00189637	0.00433719	3.05066e-14	3.09781e-12	-0.561661	0.24920596099843	2.25380242811904	0.0242086	0.000771184	0.00194932	0.000335305	0.000374609	OK	OK	negative	True	True	0.0264093818181818	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2274.0	18.0	45718493.0	46558306.0	crohn			0.024426595116279			negative	qc_flagged_ibd	0.0295516517142857	IBD_common_FDR	-0.464527	0.00801789	0.00097441	0.00352848	4.0751e-06	9.49708e-10	-0.587194	0.313649112341502	1.8721366549275	0.0611877	0.000538918	0.00135819	0.00392732	0.00444151	OK	OK	negative	True	True	0.0611876999999999	Tier 2	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								887.0	5.0	130573818.0	132554690.0	crohn			1.35934115e-11			negative	qc_flagged_ibd	6.6929392499999995e-12	IBD_negative_FDR	-0.642693	2.07533e-13	0.00362657	0.00664787	7.56973e-50	4.57623e-33	-0.640178	0.102200728679208	6.26392794134979	3.75399e-10	0.00284651	0.00515474	1.17871e-35	4.93425e-23	OK	OK	negative	True	True	1.501596e-09	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1082.0	6.0	158952061.0	159604052.0	crohn			9.84880925e-10			negative	qc_flagged_ibd	7.7587566e-10	IBD_negative_FDR	-0.945307	3.00727e-11	0.00187582	0.00264259	4.89655e-22	5.53543e-10	-1.0	0.181216043194435	5.5182752165439	3.42343e-08	0.00128367	0.00160504	1.35182e-13	1.8666e-05	OK	OK	negative	True	True	1.027029e-07	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								1559.0	10.0	79952997.0	81190573.0	crohn			3.0875128e-07			negative	qc_flagged_ibd	2.1716965714285714e-07	IBD_negative_FDR	-0.625949	1.17844e-08	0.00278524	0.00552725	2.22482e-24	6.84405e-17	-0.789083	0.241985998788043	3.26086221497121	0.00111074	0.000962559	0.00178523	2.81816e-05	0.00130908	OK	OK	negative	True	True	0.00166611	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								906.0	5.0	156345452.0	157191081.0	crohn			0.0007757126470588			positive	qc_flagged_ibd	0.0007494775961538	IBD_positive_FDR	0.646783	0.000100665	0.00126613	0.0022709	1.80521e-12	8.2148e-08	0.79381	0.226080797788262	3.51117833874353	0.000446125	0.000977245	0.00125392	1.07913e-08	0.00085038	OK	OK	positive	True	True	0.0007647857142857	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								10.0	1.0	7711795.0	8580987.0	crohn			0.0032368505217391			positive	qc_flagged_ibd	0.0035473044193548	IBD_positive_FDR	0.524013	0.000568302	0.00142522	0.0027205	2.83201e-14	1.21392e-09	0.455611	0.180463806985424	2.52466689920156	0.0115808	0.0011449	0.00187838	4.4811e-11	3.02457e-06	OK	OK	positive	True	True	0.01389696	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								2194.0	17.0	21432874.0	25872110.0	crohn			0.0053628488888888			positive	qc_flagged_ibd	0.0061994034782608	IBD_positive_FDR	0.614846	0.00110532	0.000939826	0.00173982	4.18829e-10	5.3962e-07	0.656794	0.227098815880115	2.89210666931315	0.00382668	0.000756303	0.0011661	4.51022e-08	0.000132065	OK	OK	positive	True	True	0.00510224	Tier 1	True
results/phase4br_ld_reference_validation/phase4br_ld_reference_comparison.tsv																								908.0	5.0	158484776.0	159663733.0	psa			3.962144e-85			positive	positive_control_near_neighbor	3.8333743199999993e-84	PsA_top10_positive_control	0.944787	9.90536e-87	0.0264938	0.020689	0.0	1.55217e-73	0.998505	0.0646636501358145	15.4415192755562	8.60492e-54	0.0178143	0.0121834	0.0	1.3144e-36	OK	OK	positive	True	True	8.60492e-53	Tier 1	True
