outcome	tissue	gene	gene_id	locus	region	phase4br_tier	local_direction_group	phase4c_eqtl_gene_tier	n_eqtl_variants	n_gwas_variants	n_matched_variants	nsnps	gwas_n	gwas_case_fraction	eqtl_n	status	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	note	interpretation_tier	trait	maf_source
crohn	Skin_Sun_Exposed_Lower_leg	TCTEX1D1	ENSG00000152760	57	1:66312592-67296179	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3347	3365	2769	2769	40266	0.302836139671187	605	PASS	9.94986399771434e-105	2.1104987660096703e-15	4.71446094068399e-90	1.0	1.05766769252248e-16	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Colon_Sigmoid	SLC22A5	ENSG00000197375	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	4582	5187	3638	3638	40266	0.302836139671187	318	PASS	2.97865303601552e-32	0.0031847580511695	3.3531686935473e-30	0.357879860348626	0.638935381600202	Restricted coloc completed.	suggestive_PP4_0p5_to_0p8	crohn	eqtl_maf_proxy
crohn	Colon_Transverse	SLC22A5	ENSG00000197375	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	4582	5187	3644	3644	40266	0.302836139671187	368	PASS	2.95344992874922e-38	3.15781103927852e-09	9.34714369910046e-30	0.999390416874381	0.0006095799678011	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Skin_Not_Sun_Exposed_Suprapubic	CDC42SE2	ENSG00000158985	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2002	5187	1504	1504	40266	0.302836139671187	517	PASS	1.73920014583502e-23	0.0052154497947098	3.3060926986822903e-21	0.991415619155325	0.0033689310499613	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Skin_Sun_Exposed_Lower_leg	CDC42SE2	ENSG00000158985	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2002	5187	1504	1504	40266	0.302836139671187	605	PASS	2.89120815003238e-26	8.67004926871721e-06	3.33423476010281e-21	0.999857993212781	0.000133336737948	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Colon_Transverse	KIF3A	ENSG00000131437	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3946	5187	3160	3160	40266	0.302836139671187	368	PASS	1.6673299579152998e-31	0.0178269924130879	9.17798481257392e-30	0.981303790033977	0.0008692175529294	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Skin_Not_Sun_Exposed_Suprapubic	KIF3A	ENSG00000131437	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3946	5187	3157	3157	40266	0.302836139671187	517	PASS	3.5017238176098795e-33	0.0003744022209455	9.347804921935119e-30	0.99946155996746	0.0001640378115907	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Skin_Sun_Exposed_Lower_leg	KIF3A	ENSG00000131437	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3946	5187	3160	3160	40266	0.302836139671187	605	PASS	3.69026218408471e-34	3.94560630579907e-05	9.35174843821691e-30	0.99988328515406	7.72587828812213e-05	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Spleen	KIF3A	ENSG00000131437	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3946	5187	3160	3160	40266	0.302836139671187	227	PASS	4.2653574800520503e-32	0.0045604947643997	9.297778001246109e-30	0.99411154754078	0.0013279576948222	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Skin_Not_Sun_Exposed_Suprapubic	HSPA4	ENSG00000170606	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3345	5187	2698	2698	40266	0.302836139671187	517	PASS	1.14911407060505e-39	1.22862590701971e-10	9.3528393295335e-30	0.999999999861373	1.5767072073374698e-11	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Skin_Sun_Exposed_Lower_leg	HSPA4	ENSG00000170606	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3345	5187	2701	2701	40266	0.302836139671187	605	PASS	1.53311712297334e-53	1.63919967909606e-24	9.352839330829919e-30	1.0	1.61713544476919e-25	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
crohn	Whole_Blood	HSPA4	ENSG00000170606	887	5:131239706-133218976	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3345	5187	2701	2701	40266	0.302836139671187	670	PASS	1.29660200454699e-37	1.38631912586479e-08	9.35283919283274e-30	0.999999985244543	8.922719368088511e-10	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	crohn	eqtl_maf_proxy
uc	Colon_Sigmoid	TCTEX1D1	ENSG00000152760	57	1:66312592-67296179	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3347	3354	2775	2775	45975	0.268972267536705	318	PASS	3.53645169088198e-40	2.40900140782754e-06	1.46801175766265e-34	0.999997370034299	2.20964292302324e-07	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Colon_Transverse	TCTEX1D1	ENSG00000152760	57	1:66312592-67296179	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3347	3354	2777	2777	45975	0.268972267536705	368	PASS	1.1368304234675e-41	7.74399406516817e-08	1.46801548280453e-34	0.999999907776076	1.47839764793716e-08	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Skin_Sun_Exposed_Lower_leg	TCTEX1D1	ENSG00000152760	57	1:66312592-67296179	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3347	3354	2769	2769	45975	0.268972267536705	605	PASS	3.0982496650606198e-49	2.1105018412031e-15	1.46801561816902e-34	1.0	1.64316391150072e-16	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Spleen	TCTEX1D1	ENSG00000152760	57	1:66312592-67296179	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3347	3354	2775	2775	45975	0.268972267536705	227	PASS	1.30406993999728e-39	8.8832157087251e-06	1.4680015288628e-34	0.99999040176707	7.15017214215934e-07	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Whole_Blood	TCTEX1D1	ENSG00000152760	57	1:66312592-67296179	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3347	3354	2776	2776	45975	0.268972267536705	670	PASS	7.43061620613877e-96	5.06167380930634e-62	1.46801561816902e-34	1.0	1.88769830939721e-34	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Cells_EBV-transformed_lymphocytes	ORMDL3	ENSG00000172057	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3663	3826	2895	2895	45975	0.268972267536705	147	PASS	7.72825440522752e-52	1.11486829970812e-39	6.89551633134502e-13	0.994733281579931	0.0052667184193792	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Spleen	ORMDL3	ENSG00000172057	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	227	PASS	1.77102996370423e-51	2.55486564105956e-39	6.8957247839343e-13	0.994763382871857	0.0052366171274487	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Whole_Blood	ORMDL3	ENSG00000172057	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2904	2904	45975	0.268972267536705	670	PASS	4.0713115991664795e-70	5.8732231142127804e-58	6.89641567430451e-13	0.994863149621132	0.0051368503781656	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Cells_EBV-transformed_lymphocytes	GSDMB	ENSG00000073605	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3663	3826	2895	2895	45975	0.268972267536705	147	PASS	1.45582340674185e-20	2.10015261020875e-08	6.89542394814416e-13	0.99471994117568	0.0052800378221033	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Colon_Transverse	GSDMB	ENSG00000073605	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	368	PASS	3.74376339920744e-26	5.40070618348273e-14	3.55842923539591e-13	0.5128473914269	0.487152608572689	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Skin_Sun_Exposed_Lower_leg	GSDMB	ENSG00000073605	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	605	PASS	3.6091898341918804e-17	5.20657204425822e-05	6.90859622860086e-13	0.99662211205683	0.0033258222220342	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Spleen	GSDMB	ENSG00000073605	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	227	PASS	8.58724431982631e-69	1.2387851088764599e-56	6.89551874192888e-13	0.994733629757089	0.005266370242209	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Colon_Sigmoid	GSDMA	ENSG00000167914	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	318	PASS	1.45440947461238e-38	2.0981128892396003e-26	6.93198594126925e-13	0.999999608059517	3.91939786680574e-07	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Colon_Transverse	GSDMA	ENSG00000167914	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	368	PASS	4.725772544141639e-69	6.81734027483734e-57	6.93198603859505e-13	0.999999622204698	3.7779460060661e-07	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Skin_Not_Sun_Exposed_Suprapubic	GSDMA	ENSG00000167914	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	517	PASS	2.9102320826554703e-15	0.0041982405594246	6.883764209216019e-13	0.993034808192123	0.0027669512477631	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Skin_Sun_Exposed_Lower_leg	GSDMA	ENSG00000167914	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3668	3826	2903	2903	45975	0.268972267536705	605	PASS	2.93675768813631e-21	4.23652985358542e-09	6.93198235024967e-13	0.999999089587301	9.06175474624581e-07	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Colon_Sigmoid	SMARCE1	ENSG00000073584	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2615	3826	2097	2097	45975	0.268972267536705	318	PASS	4.04998171137214e-37	5.842452884238971e-25	6.93198864139386e-13	0.999999997965901	2.03341125605355e-09	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Colon_Transverse	SMARCE1	ENSG00000073584	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2615	3826	2097	2097	45975	0.268972267536705	368	PASS	1.42426938510295e-26	2.05463317385339e-14	6.93198865469698e-13	0.999999999977952	2.1337733252696198e-11	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Skin_Not_Sun_Exposed_Suprapubic	SMARCE1	ENSG00000073584	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2615	3826	2097	2097	45975	0.268972267536705	517	PASS	5.75065402673568e-33	8.29577445803855e-21	6.93202793271679e-13	0.999999999987551	1.1760069716488199e-11	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Skin_Sun_Exposed_Lower_leg	SMARCE1	ENSG00000073584	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2615	3826	2097	2097	45975	0.268972267536705	605	PASS	7.362502182810339e-49	1.06210534224751e-36	6.93198862056467e-13	0.999999995036177	4.963134114e-09	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Spleen	SMARCE1	ENSG00000073584	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2615	3826	2097	2097	45975	0.268972267536705	227	PASS	1.5846675594544001e-15	0.0022860215711332	6.91491720576972e-13	0.997537117360631	0.0001768610675427	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Whole_Blood	SMARCE1	ENSG00000073584	2203	17:39205766-40724180	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	2615	3826	2098	2098	45975	0.268972267536705	670	PASS	1.5633561550796402e-15	0.0022552780061441	6.91443310172039e-13	0.997467180439599	0.0002775415535651	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Colon_Sigmoid	RP11-973H7.1	ENSG00000260302	2251	18:12736043-13641405	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3278	3316	2649	2649	45975	0.268972267536705	318	PASS	4.22958539719785e-16	7.30931626784051e-15	0.00225083618176	0.0379377919972519	0.959811371820983	Restricted coloc completed.	coloc_supported_PP4_ge_0p8	uc	eqtl_maf_proxy
uc	Colon_Transverse	RP11-973H7.1	ENSG00000260302	2251	18:12736043-13641405	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3278	3316	2649	2649	45975	0.268972267536705	368	PASS	7.28591210223671e-17	1.2591077104204302e-15	0.0022410966067456	0.0377693002614035	0.959989603131851	Restricted coloc completed.	coloc_supported_PP4_ge_0p8	uc	eqtl_maf_proxy
uc	Spleen	RP11-973H7.1	ENSG00000260302	2251	18:12736043-13641405	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3274	3316	2645	2645	45975	0.268972267536705	227	PASS	1.40831408327321e-08	2.43374985877406e-07	0.0445880020213746	0.77035359449831	0.185058146022188	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
uc	Whole_Blood	RP11-973H7.1	ENSG00000260302	2251	18:12736043-13641405	Tier 1	negative_local_rg	A_local_Tier1_recurrent_SMR2	3278	3316	2649	2649	45975	0.268972267536705	670	PASS	9.60865220427312e-21	1.6605097491410202e-19	0.0434470682089876	0.750620289380018	0.205932642410991	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	uc	eqtl_maf_proxy
