axis	program_type	cell_type	contrast	n_donors	mean_treatment_shift	bootstrap_ci_low	bootstrap_ci_high	signflip_p	fdr_by_program_type
F7	EXTENDED	mast_cell	day3_minus_baseline_lesional	5	0.0351651048646456	-0.05112779359196697	0.10457958854456413	0.5151515151515151	0.9324009324009322
F7	EXTENDED	mast_cell	day14_minus_baseline_lesional	5	0.0689627334609329	-0.0012706139920617531	0.12811925884283948	0.21212121212121213	0.9324009324009322
F7	EXTENDED	melanocyte	day3_minus_baseline_lesional	5	-0.0011566726461996635	-0.026227848171785563	0.029169901859734716	1.0	1.0
F7	EXTENDED	melanocyte	day14_minus_baseline_lesional	5	0.027085005914227033	-0.005667934030784927	0.059837945859238996	0.2727272727272727	0.9324009324009322
F7	EXTENDED	myeloid_monocyte	day3_minus_baseline_lesional	5	0.052514986985166864	0.003772528109969886	0.10439207014013033	0.15151515151515152	0.9324009324009322
F7	EXTENDED	myeloid_monocyte	day14_minus_baseline_lesional	5	0.033146143780065696	-0.030028699940059477	0.09317212613120182	0.5151515151515151	0.9324009324009322
F7	EXTENDED	pericyte_smooth_muscle	day3_minus_baseline_lesional	5	0.03313082131238974	-0.0037706207319382345	0.07615682775571071	0.3333333333333333	0.9324009324009322
F7	EXTENDED	pericyte_smooth_muscle	day14_minus_baseline_lesional	5	-0.01273946909929663	-0.15396172083547377	0.10046102191488378	0.8181818181818182	0.935064935064935
F7	EXTENDED	unassigned	day3_minus_baseline_lesional	2	0.10882211244248485	0.03338145313297819	0.18426277175199152	0.6	0.9324009324009322
F7	EXTENDED	unassigned	day14_minus_baseline_lesional	2	0.07120763962071933	0.04140015060620705	0.1010151286352316	0.6	0.9324009324009322
