sample	feature	view	group	value
5020	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.07863952601432898
5021	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-1.5106101848972178
5022	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.8287023346371136
5023	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.27003820624000574
5024	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.7997881098771858
5025	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.5106880112936326
60001	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.6072724807358514
60005	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.903980476650559
6001	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.2533050470130549
6002	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.15440238170815693
6003	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.9572357579685783
6004	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-1.2939853187840555
6005	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.6384206033270877
6006	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-1.4153112604333846
6007	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.8518421442481837
6008	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-2.363095101634608
6010	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.7225921876500728
6012	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.9851805553677482
6013	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.6140795467689892
6014	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-1.6407452708247228
6016	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	3.854959511805913
6017	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.48506140975713513
6018	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.7197892781070182
6019	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	1.1085085752621222
6020	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.16032431841190053
6021	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.6111923391945638
6022	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.1046665431998245
6023	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.6533202803717486
6024	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.16953387833907452
6025	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.1700185920194501
6026	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.6913597670274728
6028	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	1.0364337584407366
6029	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-1.5446455150628795
6030	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.28453746763565513
6031	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.14399157483394773
6032	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.6264924318882228
6033	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	1.412023637209954
6034	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.7978703296635185
6035	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.5018788670154636
6036	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.612477884172956
6038	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.02858756988836244
6039	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	0.8166055671355144
6040	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.9840636064520907
6041	Reactome::Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	LS	discovery	-0.054298469456223755
1001	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.8171716028406814
1002	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.862297916677187
1003	Reactome::Formation of paraxial mesoderm	LS	discovery	0.954559832807681
1004	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.7617633440793944
1005	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.0241433460486375
1006	Reactome::Formation of paraxial mesoderm	LS	discovery	1.1720039273279246
1008	Reactome::Formation of paraxial mesoderm	LS	discovery	0.3486867077961024
1009	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.3051688268644836
1013	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.03136444164551065
1014	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.9487424166002538
138001	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.6665744974593726
138002	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.20196856484176434
138003	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.3582922089758038
138004	Reactome::Formation of paraxial mesoderm	LS	discovery	0.18398518261223692
23002	Reactome::Formation of paraxial mesoderm	LS	discovery	0.45226778259381606
23003	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.2705292114681481
23005	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.7960364938286707
23006	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.45635149853614104
23007	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.42455363182435485
23009	Reactome::Formation of paraxial mesoderm	LS	discovery	0.2587196897043065
23012	Reactome::Formation of paraxial mesoderm	LS	discovery	0.23234840503613502
5002	Reactome::Formation of paraxial mesoderm	LS	discovery	1.1560097907782436
5003	Reactome::Formation of paraxial mesoderm	LS	discovery	0.1186757917011114
5004	Reactome::Formation of paraxial mesoderm	LS	discovery	0.8226082062731139
5006	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.6718915291813601
5007	Reactome::Formation of paraxial mesoderm	LS	discovery	0.4259917011194062
5008	Reactome::Formation of paraxial mesoderm	LS	discovery	0.5771743727910291
5015	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.5947769422455621
5016	Reactome::Formation of paraxial mesoderm	LS	discovery	0.36239596769574717
5017	Reactome::Formation of paraxial mesoderm	LS	discovery	0.4337983630066801
5018	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.3952310481499719
5019	Reactome::Formation of paraxial mesoderm	LS	discovery	0.6097338650528216
5020	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.5867942210986827
5021	Reactome::Formation of paraxial mesoderm	LS	discovery	-2.036724514751234
5022	Reactome::Formation of paraxial mesoderm	LS	discovery	0.7085547801631479
5023	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.6486619499068712
5024	Reactome::Formation of paraxial mesoderm	LS	discovery	2.047873309808566
5025	Reactome::Formation of paraxial mesoderm	LS	discovery	0.16741982690009047
60001	Reactome::Formation of paraxial mesoderm	LS	discovery	1.303955553862474
60005	Reactome::Formation of paraxial mesoderm	LS	discovery	2.5751085967844207
6001	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.5466041262091527
6002	Reactome::Formation of paraxial mesoderm	LS	discovery	0.4926339367428999
6003	Reactome::Formation of paraxial mesoderm	LS	discovery	0.795189686473738
6004	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.6238139163386776
6005	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.2813680284274771
6006	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.6052492935578145
6007	Reactome::Formation of paraxial mesoderm	LS	discovery	0.0720262267646971
6008	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.9344619375380571
6010	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.7200786923457392
6012	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.8988559430763609
6013	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.8940957833889734
6014	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.578211586533433
6016	Reactome::Formation of paraxial mesoderm	LS	discovery	0.7299754987564261
6017	Reactome::Formation of paraxial mesoderm	LS	discovery	-2.109650161162127
6018	Reactome::Formation of paraxial mesoderm	LS	discovery	1.1371595584161476
6019	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.3885668245876468
6020	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.4239824126618545
6021	Reactome::Formation of paraxial mesoderm	LS	discovery	1.0076832149190185
6022	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.5101413030037059
6023	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.1020195585343724
6024	Reactome::Formation of paraxial mesoderm	LS	discovery	0.7833844904489964
6025	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.7747109784291021
6026	Reactome::Formation of paraxial mesoderm	LS	discovery	1.1697190506779402
6028	Reactome::Formation of paraxial mesoderm	LS	discovery	1.7203743233157724
6029	Reactome::Formation of paraxial mesoderm	LS	discovery	-0.9500752613127259
6030	Reactome::Formation of paraxial mesoderm	LS	discovery	1.2630181805508727
6031	Reactome::Formation of paraxial mesoderm	LS	discovery	0.5983094818030744
6032	Reactome::Formation of paraxial mesoderm	LS	discovery	0.2873758510224101
6033	Reactome::Formation of paraxial mesoderm	LS	discovery	1.149345567215901
6034	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.0553699935978886
6035	Reactome::Formation of paraxial mesoderm	LS	discovery	0.6605723705141751
6036	Reactome::Formation of paraxial mesoderm	LS	discovery	1.30795408799989
6038	Reactome::Formation of paraxial mesoderm	LS	discovery	-1.1802765837951363
6039	Reactome::Formation of paraxial mesoderm	LS	discovery	0.29841942149716283
6040	Reactome::Formation of paraxial mesoderm	LS	discovery	2.789696595492162
6041	Reactome::Formation of paraxial mesoderm	LS	discovery	0.2618613950979891
1001	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.16740696070766556
1002	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.5488247460948623
1003	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.5778262425693448
1004	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.646834106187237
1005	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.26293321686770504
1006	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	1.7005002861881788
1008	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.3573598902230415
1009	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.6752767686376209
1013	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.155391153370141
1014	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.5638065618091377
138001	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.9718982728325108
138002	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.7750060638296865
138003	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.2990910441946419
138004	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.16329256781175794
23002	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.2186171646415018
23003	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.16149670313233377
23005	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.8815950349948919
23006	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.09099499840142881
23007	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	1.0944927129370239
23009	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.2852088112850571
23012	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.2806061452575868
5002	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.7302559088736087
5003	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.7222839335393806
5004	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.870590164325977
5006	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.1265939917042419
5007	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.2353061988991576
5008	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.30774121616005895
5015	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.2691274127660287
5016	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	1.370213101220497
5017	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.5895093098694986
5018	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.6506826460037601
5019	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	1.3172956787433303
5020	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.5829208556629154
5021	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.3341312034733436
5022	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.7088140441816
5023	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.02611961292296386
5024	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	1.1930428218100153
5025	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.309332746030887
60001	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.8627556368423338
60005	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	2.22142763992416
6001	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.018413490668170433
6002	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.23956708226740994
6003	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.5173491883097668
6004	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.8628930846929185
6005	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.0994498781799849
6006	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.534539212255258
6007	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.3201911262274701
6008	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.3801762334209602
6010	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.1821138807208339
6012	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-2.043029372480113
6013	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.7816704476160028
6014	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.9318919056890885
6016	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.0237142755376432
6017	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-2.070244046896932
6018	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.3335814120710046
6019	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.738915123460773
6020	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.045224864154981746
6021	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.022066738297845
6022	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.006464570288619489
6023	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-2.4509745930311544
6024	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.9261281385860638
6025	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-1.5366714909066659
6026	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.6953531974455167
6028	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.31103996457421795
6029	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.39886914110121136
6030	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.06089391912223083
6031	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.8366405452302436
6032	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	1.4232679715482108
6033	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.263208112568912
6034	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.14996012630452454
6035	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.6497205110496294
6036	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	1.52168063257063
6038	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-2.4332438203050217
6039	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	-0.08590942792960554
6040	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	2.4593498692953393
6041	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	LS	discovery	0.6765137992929335
1001	Reactome::Phase 2 - plateau phase	LS	discovery	-1.524064205148355
1002	Reactome::Phase 2 - plateau phase	LS	discovery	0.5440090923979011
1003	Reactome::Phase 2 - plateau phase	LS	discovery	-0.5456101558976573
1004	Reactome::Phase 2 - plateau phase	LS	discovery	-0.012067274896317455
1005	Reactome::Phase 2 - plateau phase	LS	discovery	1.3111491146353969
1006	Reactome::Phase 2 - plateau phase	LS	discovery	0.8835136192105801
1008	Reactome::Phase 2 - plateau phase	LS	discovery	-1.4324280275573225
1009	Reactome::Phase 2 - plateau phase	LS	discovery	-0.802491899636455
1013	Reactome::Phase 2 - plateau phase	LS	discovery	-0.23314581263643128
1014	Reactome::Phase 2 - plateau phase	LS	discovery	0.07731555406542978
138001	Reactome::Phase 2 - plateau phase	LS	discovery	1.2821059545245788
138002	Reactome::Phase 2 - plateau phase	LS	discovery	0.9906728651367033
138003	Reactome::Phase 2 - plateau phase	LS	discovery	-1.7734347867895277
138004	Reactome::Phase 2 - plateau phase	LS	discovery	0.6606824769810199
23002	Reactome::Phase 2 - plateau phase	LS	discovery	1.2650806537699602
23003	Reactome::Phase 2 - plateau phase	LS	discovery	1.050762161917712
23005	Reactome::Phase 2 - plateau phase	LS	discovery	0.3382032509229593
23006	Reactome::Phase 2 - plateau phase	LS	discovery	-1.0603751316549324
23007	Reactome::Phase 2 - plateau phase	LS	discovery	-1.9642183040692156
23009	Reactome::Phase 2 - plateau phase	LS	discovery	1.6371335496723505
23012	Reactome::Phase 2 - plateau phase	LS	discovery	1.1128544352580818
5002	Reactome::Phase 2 - plateau phase	LS	discovery	-0.13750368192666484
5003	Reactome::Phase 2 - plateau phase	LS	discovery	-0.8380447335652144
5004	Reactome::Phase 2 - plateau phase	LS	discovery	-0.33029017576572184
5006	Reactome::Phase 2 - plateau phase	LS	discovery	-0.023834762182596586
5007	Reactome::Phase 2 - plateau phase	LS	discovery	-0.25067185753089255
5008	Reactome::Phase 2 - plateau phase	LS	discovery	0.9671378905641451
5015	Reactome::Phase 2 - plateau phase	LS	discovery	-0.6953326537103299
5016	Reactome::Phase 2 - plateau phase	LS	discovery	-0.0028035083092479663
5017	Reactome::Phase 2 - plateau phase	LS	discovery	-0.7519167415124419
5018	Reactome::Phase 2 - plateau phase	LS	discovery	0.22303209875936664
5019	Reactome::Phase 2 - plateau phase	LS	discovery	-0.28271948248076095
5020	Reactome::Phase 2 - plateau phase	LS	discovery	-1.5025322071351637
5021	Reactome::Phase 2 - plateau phase	LS	discovery	-0.6397500541878995
5022	Reactome::Phase 2 - plateau phase	LS	discovery	1.05326588261692
5023	Reactome::Phase 2 - plateau phase	LS	discovery	-0.4855208591166524
5024	Reactome::Phase 2 - plateau phase	LS	discovery	-1.2556653461932006
5025	Reactome::Phase 2 - plateau phase	LS	discovery	-0.6667902377393526
60001	Reactome::Phase 2 - plateau phase	LS	discovery	0.3522240868385256
60005	Reactome::Phase 2 - plateau phase	LS	discovery	-1.1485061002670753
6001	Reactome::Phase 2 - plateau phase	LS	discovery	-1.0763989441298711
6002	Reactome::Phase 2 - plateau phase	LS	discovery	-0.8971325420665379
6003	Reactome::Phase 2 - plateau phase	LS	discovery	-0.7208706048422568
6004	Reactome::Phase 2 - plateau phase	LS	discovery	-0.011316158686552523
6005	Reactome::Phase 2 - plateau phase	LS	discovery	0.9100530586221904
6006	Reactome::Phase 2 - plateau phase	LS	discovery	-0.8605782198580929
6007	Reactome::Phase 2 - plateau phase	LS	discovery	2.02921621116841
6008	Reactome::Phase 2 - plateau phase	LS	discovery	-0.4579799314253586
6010	Reactome::Phase 2 - plateau phase	LS	discovery	-1.2416445102776323
6012	Reactome::Phase 2 - plateau phase	LS	discovery	0.4393535671709817
6013	Reactome::Phase 2 - plateau phase	LS	discovery	0.2961407431762544
6014	Reactome::Phase 2 - plateau phase	LS	discovery	0.5009450963715129
6016	Reactome::Phase 2 - plateau phase	LS	discovery	-0.3673452421140075
6017	Reactome::Phase 2 - plateau phase	LS	discovery	1.5855569032686538
6018	Reactome::Phase 2 - plateau phase	LS	discovery	1.3642279934586177
6019	Reactome::Phase 2 - plateau phase	LS	discovery	-0.29073138871822857
6020	Reactome::Phase 2 - plateau phase	LS	discovery	0.19198596208917967
6021	Reactome::Phase 2 - plateau phase	LS	discovery	-1.6792948884992855
6022	Reactome::Phase 2 - plateau phase	LS	discovery	-0.16304163305859373
6023	Reactome::Phase 2 - plateau phase	LS	discovery	2.223504937426995
6024	Reactome::Phase 2 - plateau phase	LS	discovery	0.3086593466722966
6025	Reactome::Phase 2 - plateau phase	LS	discovery	2.1463903398913633
6026	Reactome::Phase 2 - plateau phase	LS	discovery	1.6191067606380485
6028	Reactome::Phase 2 - plateau phase	LS	discovery	1.365229481738301
6029	Reactome::Phase 2 - plateau phase	LS	discovery	0.3121645556511896
6030	Reactome::Phase 2 - plateau phase	LS	discovery	0.8985359434058299
6031	Reactome::Phase 2 - plateau phase	LS	discovery	-1.5015307188554785
6032	Reactome::Phase 2 - plateau phase	LS	discovery	0.10685945831608855
6033	Reactome::Phase 2 - plateau phase	LS	discovery	-0.15052302956254782
6034	Reactome::Phase 2 - plateau phase	LS	discovery	-0.10195084799790535
6035	Reactome::Phase 2 - plateau phase	LS	discovery	-0.3393035702828729
6036	Reactome::Phase 2 - plateau phase	LS	discovery	-1.694817956834378
6038	Reactome::Phase 2 - plateau phase	LS	discovery	0.8023930685562208
6039	Reactome::Phase 2 - plateau phase	LS	discovery	-0.6993386068290617
6040	Reactome::Phase 2 - plateau phase	LS	discovery	-0.08692852380265176
6041	Reactome::Phase 2 - plateau phase	LS	discovery	-0.14902079714302166
1001	Reactome::Voltage gated Potassium channels	LS	discovery	-1.654886336513225
1002	Reactome::Voltage gated Potassium channels	LS	discovery	0.25274866829411413
1003	Reactome::Voltage gated Potassium channels	LS	discovery	-0.730292178864051
1004	Reactome::Voltage gated Potassium channels	LS	discovery	-0.7394534655132787
1005	Reactome::Voltage gated Potassium channels	LS	discovery	-1.5384568201103967
1006	Reactome::Voltage gated Potassium channels	LS	discovery	0.9237259411096337
1008	Reactome::Voltage gated Potassium channels	LS	discovery	0.844637365226438
1009	Reactome::Voltage gated Potassium channels	LS	discovery	-2.2043316041592567
1013	Reactome::Voltage gated Potassium channels	LS	discovery	1.973215107888141
1014	Reactome::Voltage gated Potassium channels	LS	discovery	-1.1274745430868547
138001	Reactome::Voltage gated Potassium channels	LS	discovery	-0.15347901692413057
138002	Reactome::Voltage gated Potassium channels	LS	discovery	-0.47389211833949174
138003	Reactome::Voltage gated Potassium channels	LS	discovery	0.15348206865185895
138004	Reactome::Voltage gated Potassium channels	LS	discovery	-0.8442864165373393
23002	Reactome::Voltage gated Potassium channels	LS	discovery	1.4251614280875637
23003	Reactome::Voltage gated Potassium channels	LS	discovery	0.5417350775330145
23005	Reactome::Voltage gated Potassium channels	LS	discovery	-0.9041246938917844
23006	Reactome::Voltage gated Potassium channels	LS	discovery	-1.1393030397732002
23007	Reactome::Voltage gated Potassium channels	LS	discovery	-0.6807748446967122
23009	Reactome::Voltage gated Potassium channels	LS	discovery	-0.7897825592571295
23012	Reactome::Voltage gated Potassium channels	LS	discovery	-0.002143838731205792
5002	Reactome::Voltage gated Potassium channels	LS	discovery	1.1470757903047062
5003	Reactome::Voltage gated Potassium channels	LS	discovery	0.9193192462656992
5004	Reactome::Voltage gated Potassium channels	LS	discovery	1.7327023419324918
5006	Reactome::Voltage gated Potassium channels	LS	discovery	0.3441296034788049
5007	Reactome::Voltage gated Potassium channels	LS	discovery	-0.35676680801393235
5008	Reactome::Voltage gated Potassium channels	LS	discovery	0.14443674765642392
5015	Reactome::Voltage gated Potassium channels	LS	discovery	-1.1214443290898979
5016	Reactome::Voltage gated Potassium channels	LS	discovery	1.2850749183120462
5017	Reactome::Voltage gated Potassium channels	LS	discovery	0.36616307769846407
5018	Reactome::Voltage gated Potassium channels	LS	discovery	1.5631605560948998
5019	Reactome::Voltage gated Potassium channels	LS	discovery	-1.272663541629032
5020	Reactome::Voltage gated Potassium channels	LS	discovery	-1.61777732730117
5021	Reactome::Voltage gated Potassium channels	LS	discovery	-1.3438664530546673
5022	Reactome::Voltage gated Potassium channels	LS	discovery	0.17041305410486424
5023	Reactome::Voltage gated Potassium channels	LS	discovery	-1.1010343740232649
