view	feature	mean_discovery	sd_discovery
LS	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)	0.007504932616042508	1.0188112295827925
LS	Reactome::Phase 2 - plateau phase	0.03396689526179303	1.0188110153023981
LS	Reactome::Voltage gated Potassium channels	0.010480171018815905	1.0187890256694623
LS	Reactome::Rap1 signalling	-0.02841218899660128	1.0187652505254319
LS	Reactome::Constitutive Signaling by AKT1 E17K in Cancer	-0.027897499335641493	1.0187475614785018
LS	Reactome::Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	0.0044950607672205305	1.0187131498509123
LS	Hallmark::HALLMARK_KRAS_SIGNALING_DN	0.027800190695852035	1.0187062449914648
LS	Reactome::Regulation of TP53 Activity through Acetylation	-0.011642029949692085	1.0186779789090132
LS	Reactome::High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	-0.029454479738712097	1.01867653272406
LS	Reactome::Transcriptional regulation by RUNX1	-0.037052417963764815	1.0186718567254334
LS	Reactome::Deadenylation of mRNA	-0.011242898961898833	1.0186392040939076
LS	Reactome::Ribosome-associated quality control	0.025767766784123035	1.0185495482735616
LS	Reactome::Insulin receptor recycling	0.016927749615399248	1.0185128759984676
LS	Reactome::mitochondrial fatty acid beta-oxidation of saturated fatty acids	0.011915699419789044	1.0184852016951906
LS	Reactome::Protein lipoylation	-0.008555928572067054	1.0184695064309746
LS	Reactome::ATF6 (ATF6-alpha) activates chaperones	-0.03916667024705506	1.0184382518583073
LS	Reactome::rRNA processing	-0.018682084093018952	1.018426984524503
LS	Reactome::PI-3K cascade:FGFR1	-0.01516050617557549	1.018422418949952
LS	Reactome::Signaling by ERBB4	-0.01273523095286303	1.0184192756464612
LS	Reactome::Regulation of ornithine decarboxylase (ODC)	-0.00037090920818684027	1.018408963489926
LS	Reactome::Pyruvate metabolism	-0.001993619992267466	1.0183946190001276
LS	Reactome::Cell-extracellular matrix interactions	-0.009318231091135241	1.0183923303212754
LS	Reactome::Activation of the phototransduction cascade	-0.02996091467841239	1.0183800251277348
LS	Hallmark::HALLMARK_MYC_TARGETS_V2	-0.021049043587615012	1.018350394142661
LS	Reactome::Fatty acyl-CoA biosynthesis	-0.02216934849727491	1.0183217811600715
LS	Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA	0.028361062562954092	1.018315300641218
LS	Reactome::Major pathway of rRNA processing in the nucleolus and cytosol	-0.018129390965865574	1.0183143475716308
LS	Reactome::Signaling by FGFR1 in disease	-0.005367428735771795	1.0183020035277044
LS	Reactome::Negative regulation of FGFR1 signaling	-0.0016913012011854356	1.0182601449069824
LS	Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	0.025107687631679466	1.018248272607589
LS	Reactome::Digestion	0.025572117948077667	1.0182472225129124
LS	Reactome::Signaling by NTRK3 (TRKC)	-0.01041629016867543	1.0182309485094048
LS	Reactome::mRNA Splicing - Minor Pathway	0.03578707948534793	1.0181830978286317
LS	Reactome::Miscellaneous transport and binding events	-0.010100536942002969	1.018157789894505
LS	Reactome::Ubiquitin-dependent degradation of Cyclin D	0.006923566656415551	1.0181512363348486
LS	Reactome::Signaling by WNT in cancer	-0.029726157229122682	1.0181402485231228
LS	Reactome::Gastrin-CREB signalling pathway via PKC and MAPK	-0.03265783175751896	1.0181318374267176
LS	Reactome::Aberrant regulation of mitotic exit in cancer due to RB1 defects	0.007153395212710435	1.0180843884006383
LS	Reactome::Regulation of TP53 Activity through Phosphorylation	-0.012407434396967393	1.0180545859364614
LS	Reactome::Signaling by cytosolic FGFR1 fusion mutants	0.004073763467459863	1.0180038668699503
LS	Reactome::Regulation of expression of SLITs and ROBOs	0.034755441691570764	1.0179093641963672
LS	Hallmark::HALLMARK_MITOTIC_SPINDLE	-0.023573998779309095	1.0179077332451765
LS	Reactome::Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	-0.009887080511607783	1.0178934919308342
LS	Reactome::Phenylalanine and tyrosine metabolism	0.021769291097359488	1.0178839992027333
LS	Reactome::Opioid Signalling	-0.04220920250106399	1.0178838611463819
LS	Reactome::SARS-CoV-2 modulates host translation machinery	0.024933322909340038	1.0178683566338802
LS	Reactome::PKA activation in glucagon signalling	-0.011887228229656164	1.0178651757246733
LS	Reactome::Folding of actin by CCT/TriC	-0.03202515067751703	1.017825306865231
LS	Reactome::Viral mRNA Translation	0.029007704654806638	1.0178085387825286
LS	Reactome::RHOA GTPase cycle	-0.01974121148983736	1.0178010503561794
LS	Reactome::MET promotes cell motility	-0.01580241898206508	1.0177658391074325
LS	Reactome::Inactivation, recovery and regulation of the phototransduction cascade	-0.017999083279738804	1.0177486975749874
LS	Reactome::Negative Regulation of DNA Double Strand Break Response	0.009008569062430236	1.0177347920083741
LS	Reactome::Cohesin Loading onto Chromatin	-0.026533256009054977	1.0177279724393087
LS	Reactome::Cardiogenesis	-0.01627732539115609	1.0176932215367185
LS	Reactome::AKT phosphorylates targets in the nucleus	-0.029910625902229527	1.0176681656534654
LS	Reactome::Developmental Cell Lineages	-0.013810985169904989	1.0176629819574377
LS	Reactome::TNFR1-induced NF-kappa-B signaling pathway	-0.022414543629459563	1.0176565179512647
LS	Reactome::Degradation of CDH1	0.0100167373441429	1.0176378165002877
LS	Reactome::Gastrulation	-0.018037883051463324	1.0176365848871445
LS	Reactome::Regulation of MECP2 expression and activity	-0.0364452234853578	1.0176157628686984
LS	Reactome::Proteasome assembly	0.02739993728742436	1.0176125548048802
LS	Reactome::Carboxyterminal post-translational modifications of tubulin	0.002968611960952701	1.017602543173012
LS	Reactome::Uptake of dietary cobalamins into enterocytes	0.044631182292591436	1.0175922512023343
LS	Reactome::Autodegradation of the E3 ubiquitin ligase COP1	0.021703336859510394	1.0175849455633292
LS	Reactome::RHOC GTPase cycle	-0.031582122745310214	1.0175207972901377
LS	Reactome::Apoptosis induced DNA fragmentation	-0.021453579573385496	1.0174822757892943
LS	Reactome::Plasma lipoprotein clearance	0.03408051501728693	1.0174392050108712
LS	Reactome::Formation of a pool of free 40S subunits	0.03522417609576558	1.0173691127959232
LS	Reactome::SARS-CoV-1 targets host intracellular signalling and regulatory pathways	-0.02002466300221676	1.0173618782230243
LS	Reactome::Signaling by Activin	0.02747847196710412	1.0173329100151856
LS	Reactome::TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	-0.019982234009492908	1.0173144685348692
LS	Reactome::Signaling by LTK	-0.02715541139518099	1.017261375910486
LS	Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.005748313951197572	1.0172539537254897
LS	Reactome::Negative regulation of FGFR2 signaling	-0.010934788029635444	1.0172375547551435
LS	Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation	0.012135052620555893	1.017207622876352
LS	Reactome::RHOBTB3 ATPase cycle	-0.021043688733275445	1.0171922099259647
LS	Reactome::RHOQ GTPase cycle	-0.01984439555412488	1.017159906403074
LS	Reactome::TGFBR3 expression	-0.03391497719714214	1.0171436091115496
LS	Reactome::Vif-mediated degradation of APOBEC3G	0.028560779525241616	1.0171187494649807
LS	Reactome::Protein folding	-0.015980587085554217	1.017079862725976
LS	Reactome::SUMOylation of DNA methylation proteins	0.009156428273815192	1.0170722241133718
LS	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C	0.021889878430164097	1.0170692469562082
LS	Reactome::Peptide chain elongation	0.03316440368815099	1.017067679104956
LS	Reactome::Interleukin-37 signaling	0.03776049673626997	1.017066814386328
LS	Reactome::Cellular response to hypoxia	0.0053811547233396165	1.0170608618465635
LS	Reactome::Oncogenic MAPK signaling	-0.022293938437532818	1.017055360019516
LS	Reactome::Fc epsilon receptor (FCERI) signaling	-0.01421993022797855	1.017046233179203
LS	Reactome::L13a-mediated translational silencing of Ceruloplasmin expression	0.0345991984787297	1.017044542385806
LS	Reactome::Centrosome maturation	0.024067376058958485	1.0170415813745965
LS	Reactome::Recruitment of mitotic centrosome proteins and complexes	0.024067376058958485	1.0170415813745965
LS	Reactome::Attachment of bacteria to epithelial cells	-0.03696025410524848	1.0169188806607157
LS	Reactome::Biofilm formation	-0.03696025410524848	1.0169188806607157
LS	Reactome::Calmodulin induced events	-0.03188890598350699	1.0169174829218375
LS	Reactome::CaM pathway	-0.03188890598350699	1.0169174829218375
LS	Reactome::Activated point mutants of FGFR2	0.006600455069816107	1.0169066712024315
LS	Reactome::Hh mutants are degraded by ERAD	0.007206146988727409	1.0168944298481453
LS	Reactome::Mitochondrial ribosome-associated quality control	0.029691566924616327	1.01688676668639
LS	Reactome::Dengue Virus-Host Interactions	0.01936142271820725	1.0167643122654428
LS	Reactome::Degradation of DVL	0.019592112781380767	1.0167588712370577
LS	Reactome::Regulation of gene expression in beta cells	-0.022221744600301175	1.0167555496112262
LS	Reactome::Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0.01406791527157755	1.0167481392892963
LS	Reactome::Phospholipase C-mediated cascade: FGFR1	0.02297735452410579	1.0167425536433943
LS	Reactome::Negative regulation of FGFR3 signaling	-0.014536708919838048	1.016713959906781
LS	Reactome::Transcriptional regulation of brown and beige adipocyte differentiation	-0.00032197886768378864	1.0167084124550705
LS	Reactome::Transcriptional regulation of brown and beige adipocyte differentiation by EBF2	-0.00032197886768378864	1.0167084124550705
LS	Reactome::POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	-0.008047322505388605	1.0167040265867806
LS	Reactome::Classical antibody-mediated complement activation	0.029031597383552443	1.0167008413871006
LS	Hallmark::HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.022326038178899495	1.0166643836046807
LS	Reactome::Negative regulation of MET activity	-0.034626887327711	1.0166481362464033
LS	Reactome::MAPK3 (ERK1) activation	-0.019388896487495543	1.0166429521029627
LS	Reactome::Signaling by NTRKs	-0.03395656488634873	1.0166343696050923
LS	Reactome::Asymmetric localization of PCP proteins	0.036002509758707536	1.0166184749544946
LS	Reactome::GLI3 is processed to GLI3R by the proteasome	0.008088561833510583	1.0166064231276035
LS	Reactome::Mitochondrial translation initiation	0.03105037004318982	1.0165973432264177
LS	Reactome::Mitochondrial protein import	0.032558992786386756	1.016571637671839
LS	Reactome::Defective CFTR causes cystic fibrosis	-0.008687685713628697	1.0165615192462476
LS	Reactome::Mitochondrial translation elongation	0.029665107634542675	1.016547316663933
LS	Reactome::Laminin interactions	-0.004694613633821567	1.0165415148466421
LS	Reactome::COPII-mediated vesicle transport	-0.026809586445882237	1.0165415118459755
LS	Reactome::MHC class II antigen presentation	-0.009598808872251025	1.016533588276466
LS	Reactome::PKMTs methylate histone lysines	-0.02504546085136345	1.0165111768037118
LS	pathway::Keratinocyte_differentiation	-0.004814857970942585	1.016489355395106
LS	Reactome::Condensation of Prometaphase Chromosomes	-0.022955340167749076	1.0164784633902422
LS	Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	0.014155283508962165	1.016476975960557
LS	Reactome::Negative regulation of FGFR4 signaling	0.0013808995612163031	1.0164559508779583
LS	Reactome::Mitochondrial translation	0.03080407663154168	1.0164376638018062
LS	Reactome::GTP hydrolysis and joining of the 60S ribosomal subunit	0.03433156113635507	1.0164331770188602
LS	Reactome::PI3K events in ERBB2 signaling	-0.03471708902833523	1.0163875119385297
LS	Reactome::Germ layer formation at gastrulation	-0.03007238342454862	1.0163869346290189
LS	Reactome::Activation of SMO	-0.02244670453382116	1.0163645924452145
NL	signaling_PROGENy::JAK-STAT	0.11351400205263139	5.22882086618218
NL	regulon_DoRothEA::CEBPA	0.320746737368421	4.0124817428033275
NL	regulon_DoRothEA::STAT1	0.3072552803947368	3.9679950486970856
NL	regulon_DoRothEA::FOS	0.1651721006842106	3.3774387643347525
NL	regulon_DoRothEA::IRF3	0.030144539210526435	3.1452405767007026
NL	signaling_PROGENy::TGFb	0.3248959309210526	3.101629574297035
NL	signaling_PROGENy::NFkB	-0.06636175714473683	2.5320410720961775
NL	regulon_DoRothEA::NFKB1	0.02861696203947377	2.429350051222523
NL	signaling_PROGENy::TNFa	-0.013563595263157915	2.3313357413513
NL	regulon_DoRothEA::HIF1A	0.10555130782894742	2.3076203762318657
NL	signaling_PROGENy::Hypoxia	0.05219521578355263	2.1724607111380445
NL	signaling_PROGENy::EGFR	-0.18772999635526313	2.1683710446868574
NL	signaling_PROGENy::PI3K	-0.10516883406578945	2.1340773312365875
NL	regulon_DoRothEA::SMAD3	0.13672417618421057	2.067907770450254
NL	regulon_DoRothEA::IRF1	0.10101972493421052	2.0095886238569394
NL	regulon_DoRothEA::RELA	0.03566778439473687	1.923732237976274
NL	regulon_DoRothEA::STAT3	-0.011286842921052625	1.9120007053017458
NL	signaling_PROGENy::p53	-0.1627735244385526	1.7274247336845217
NL	regulon_DoRothEA::JUN	-0.020974657506578953	1.7176865993573949
NL	signaling_PROGENy::MAPK	-0.04528135486842105	1.7109458347039967
NL	signaling_PROGENy::Androgen	0.0980996870131579	1.648893066607268
NL	regulon_DoRothEA::AHR	0.023486057240789514	1.5720431227312106
NL	regulon_DoRothEA::CEBPB	0.1001299322368421	1.540108234518821
NL	signaling_PROGENy::Trail	0.05599679559078946	1.3625492522639853
NL	signaling_PROGENy::WNT	0.050250351796052625	1.1693410613861874
NL	signaling_PROGENy::VEGF	0.010628554428947378	1.1573130032912402
NL	signaling_PROGENy::Estrogen	-0.029166395657894712	1.0587401100912583
NL	Reactome::tRNA modification in the mitochondrion	-0.008360349147751104	1.0317359321350503
NL	Reactome::Ion transport by P-type ATPases	0.0022171797710492207	1.0306798923867553
NL	Reactome::Metallothioneins bind metals	-0.002712021795281468	1.0304428613950742
NL	Reactome::Response to metal ions	-0.01111775387164625	1.0298104005020146
NL	Reactome::Hormone ligand-binding receptors	0.003430214297205275	1.0296694227517238
NL	Reactome::Signaling by NOTCH2	-0.009970874972568218	1.0288208487726624
NL	Reactome::Protein folding	-0.0018304687448424512	1.0285422963884077
NL	Reactome::Assembly Of The HIV Virion	-0.001161268138825938	1.0285068127202757
NL	Reactome::Negative regulation of activity of TFAP2 (AP-2) family transcription factors	-0.020638485395143947	1.0278660850971402
NL	Reactome::Synthesis And Processing Of GAG, GAGPOL Polyproteins	0.0010236172310907753	1.0278530537102948
NL	Reactome::Membrane binding and targetting of GAG proteins	0.0010236172310907753	1.0278530537102948
NL	Reactome::Nephrin family interactions	-0.0057242848678161415	1.0278062879196248
NL	Reactome::NOTCH3 Activation and Transmission of Signal to the Nucleus	-0.0025202328330230215	1.0277070916241962
NL	Reactome::Formation of the polybromo-BAF (pBAF) complex	0.01588428439873939	1.0275154215043578
NL	Reactome::Cargo concentration in the ER	-0.0015222355460539044	1.0273814555988072
NL	Reactome::Neurotransmitter release cycle	-0.01502000828474962	1.0273494008741637
NL	Reactome::CD209 (DC-SIGN) signaling	0.011020537861474675	1.0269910524603405
NL	Reactome::Formation of definitive endoderm	0.013387552220481488	1.026898074930916
NL	Reactome::Activation of the TFAP2 (AP-2) family of transcription factors	-0.026953084462527522	1.0267322651421367
NL	Reactome::Infection with Mycobacterium tuberculosis	0.01649971854903714	1.0267071737950157
NL	Reactome::Formation of HIV elongation complex in the absence of HIV Tat	-0.006497591545467495	1.0267016196912284
NL	Reactome::Formation of TC-NER Pre-Incision Complex	-0.007112076174365238	1.0266556422985902
NL	Reactome::Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition	0.019389745442068132	1.02662692724521
NL	Reactome::HIV Transcription Elongation	-0.004403405060501689	1.0264898846937418
NL	Reactome::Formation of HIV-1 elongation complex containing HIV-1 Tat	-0.004403405060501689	1.0264898846937418
NL	Reactome::Tat-mediated elongation of the HIV-1 transcript	-0.004403405060501689	1.0264898846937418
NL	Reactome::ATF4 activates genes in response to endoplasmic reticulum  stress	0.01062876056025391	1.0262897434158316
NL	Reactome::Signaling by TGFB family members	0.011783710988880617	1.026228885653818
NL	Reactome::Formation of the canonical BAF (cBAF) complex	-0.011564787184882727	1.0262032290340783
NL	Reactome::Spry regulation of FGF signaling	-0.014398457138885911	1.026119690534967
NL	Reactome::DNA Damage Recognition in GG-NER	0.0038880127810737458	1.0261158069891292
NL	Reactome::mTORC1-mediated signalling	-0.023860938139443785	1.026007010330509
NL	Reactome::RHOB GTPase cycle	0.009494523626849686	1.0259167841962324
NL	Reactome::Chaperonin-mediated protein folding	-0.008507984557873105	1.0259006305991996
NL	Reactome::Downstream signal transduction	0.02147125677091539	1.0258544370782336
NL	Reactome::Mitochondrial RNA degradation	0.022640249741835806	1.0257492943197086
NL	Reactome::Termination of translesion DNA synthesis	0.004729176902862927	1.0257325800102075
NL	Reactome::Uptake and function of anthrax toxins	0.008601853738250679	1.0257294832388293
NL	Reactome::Mitochondrial mRNA modification	0.006891526501256748	1.0257155496823551
NL	Reactome::DNA Damage Bypass	-0.016520740071463584	1.025690582901379
NL	Reactome::Pausing and recovery of HIV elongation	0.0033041044614123315	1.0256046697525456
NL	Reactome::HIV elongation arrest and recovery	0.0033041044614123315	1.0256046697525456
NL	Reactome::Formation of the non-canonical BAF (ncBAF) complex	0.022193018604037926	1.0255391536884924
NL	Reactome::Regulation of TP53 Activity through Acetylation	-0.019096531272900216	1.0255074044979304
NL	Reactome::NFE2L2 regulating anti-oxidant/detoxification enzymes	-0.008929617653799272	1.0254960981320755
NL	Reactome::Cellular response to starvation	0.0056391994060893905	1.0254517376707772
NL	Reactome::RHOC GTPase cycle	0.021268444315040793	1.02543592255912
NL	Reactome::Extra-nuclear estrogen signaling	-0.01702904157865934	1.0253811493918874
NL	Reactome::Recruitment of NuMA to mitotic centrosomes	-0.019502693268266248	1.0252311275426294
NL	Reactome::Recruitment of mitotic centrosome proteins and complexes	-0.01637471474422477	1.0252225039679155
NL	Reactome::Centrosome maturation	-0.01637471474422477	1.0252225039679155
NL	Reactome::Transcriptional regulation of testis differentiation	0.02181835365092265	1.0251835374896596
NL	Reactome::NOTCH2 Activation and Transmission of Signal to the Nucleus	0.006693565042202248	1.0251432640391342
NL	Reactome::Signaling by Nuclear Receptors	-0.01718704771300718	1.0251098580680456
NL	Reactome::PERK regulates gene expression	-0.0013318817228174086	1.02509386714583
NL	Reactome::PI-3K cascade:FGFR3	0.02534269951629419	1.025075798743397
NL	Reactome::Nucleotide Excision Repair	-0.02482898371314182	1.0250595968344047
NL	Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	-0.02327469846186748	1.0249692100980248
NL	Reactome::EPH-Ephrin signaling	0.023686376461040087	1.0249229235260948
NL	Reactome::ISG15 antiviral mechanism	-0.004457340080341457	1.0248882346804045
NL	Reactome::Signaling by NTRK1 (TRKA)	-0.00582551617539574	1.024632241753336
NL	Reactome::Regulation of MITF-M-dependent genes involved in pigmentation	0.0007211667437835651	1.0245575620911442
NL	Reactome::Transport of Mature Transcript to Cytoplasm	-0.013373070805683875	1.0245307752318458
NL	Reactome::SARS-CoV-2 targets host intracellular signalling and regulatory pathways	0.025005563823260045	1.0245267702753278
NL	Reactome::TGFBR3 PTM regulation	0.010736011185551031	1.024518523276998
NL	Reactome::Signaling by NTRK2 (TRKB)	0.0042219561435683116	1.024498225572739
NL	Reactome::COPII-mediated vesicle transport	-0.021482620488986946	1.0244039282148216
NL	Reactome::RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	0.0130569096447574	1.0243946510979567
NL	Reactome::Signal regulatory protein family interactions	0.02385472643944903	1.024338629434689
NL	Hallmark::HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.02806414486251793	1.0243366987764406
NL	Reactome::Protein methylation	-0.014088963018094305	1.024311139540487
NL	Reactome::Transcriptional and post-translational regulation of MITF-M expression and activity	-0.018013777740004375	1.0243049400695858
NL	Reactome::NFE2L2 regulating tumorigenic genes	0.005630783874219977	1.0243020269205674
NL	Reactome::Post-translational modification: synthesis of GPI-anchored proteins	0.01484633606523169	1.0242984060181923
NL	pathway::Oxidative_stress	0.00932637025978757	1.024252078193734
NL	Reactome::Pausing and recovery of Tat-mediated HIV elongation	0.005341251716120347	1.024013327770723
NL	Reactome::Tat-mediated HIV elongation arrest and recovery	0.005341251716120347	1.024013327770723
NL	Reactome::Ion channel transport	0.006194052231129616	1.0240054456664645
NL	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	-0.02241609184119278	1.023967807206545
NL	Reactome::Signaling by FGFR3	0.021530069664741688	1.0239025483919535
NL	Reactome::Strand-asynchronous mitochondrial DNA replication	0.00927126765225417	1.0238648616562989
NL	Hallmark::HALLMARK_ANDROGEN_RESPONSE	0.01930341420654985	1.0238339161090917
NL	Reactome::RAC3 GTPase cycle	0.02997137452137454	1.023647056852897
NL	Reactome::RHOH GTPase cycle	0.01730744898843412	1.0234840179935798
NL	Reactome::Signaling by NTRKs	-0.01201974479485207	1.023428488147415
NL	Reactome::Glycosphingolipid biosynthesis	-0.007060936261081075	1.0234095914654104
NL	Reactome::RNA Polymerase III Transcription Termination	-0.016259325640494805	1.0233946796748334
NL	Reactome::Formation of the Early Elongation Complex	0.0031249919115753652	1.0232466921874461
NL	Reactome::Formation of the HIV-1 Early Elongation Complex	0.0031249919115753652	1.0232466921874461
NL	Reactome::p75NTR regulates axonogenesis	-0.0012338614000829125	1.0231986036922733
NL	Reactome::RHOD GTPase cycle	-0.004555193014012005	1.02314903130233
NL	Reactome::Surfactant metabolism	0.03205837848205071	1.0230975265886515
NL	Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	0.015256536647166441	1.0230140102549579
NL	Reactome::Negative regulation of the PI3K/AKT network	0.012249958516975155	1.022999457371428
NL	pathway::WNT_signaling	-0.027918537260055547	1.022984120929354
NL	Reactome::MicroRNA (miRNA) biogenesis	-0.010534138076020083	1.0228936202623085
NL	Reactome::Signaling by NOTCH1 HD Domain Mutants in Cancer	-0.01615599699168428	1.0228182383210784
NL	Reactome::Constitutive Signaling by NOTCH1 HD Domain Mutants	-0.01615599699168428	1.0228182383210784
NL	Reactome::Ubiquinol biosynthesis	-0.0023218274887514983	1.0228161196048386
NL	Reactome::Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	-0.007924801978536044	1.0228001657343182
NL	Reactome::Formation of the ureteric bud	0.00879191453892042	1.022746872057002
NL	Reactome::Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF)	0.02840040698468134	1.0226553603639785
NL	Reactome::EPHA-mediated growth cone collapse	-0.013663410430964383	1.0226262068382863
NL	Reactome::Formation of RNA Pol II elongation complex	-0.021288934858285914	1.022575466698182
NL	Reactome::RNA Polymerase II Transcription Elongation	-0.021288934858285914	1.022575466698182
NL	Reactome::Signaling by BMP	0.007371175183456664	1.0225329495554305
NL	Reactome::Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	-0.010632266110933788	1.0224188421438245
NL	Reactome::Regulation of gene expression in beta cells	0.015241677644268195	1.0223774610947374
NL	Reactome::Dual incision in TC-NER	-0.021363510476478224	1.0223603708132192
NL	Reactome::Global Genome Nucleotide Excision Repair (GG-NER)	-0.02753335233774418	1.0223554204903074
NL	Reactome::HuR (ELAVL1) binds and stabilizes mRNA	0.03189132674554045	1.0223307182352752
NL	pathway::Keratinocyte_differentiation	-0.03555900226152613	1.0222453988618903
NL	Reactome::CD22 mediated BCR regulation	-0.009042707862696123	1.0220211096228353
NL	Reactome::Regulation of Expression and Function of Type II Classical Cadherins	0.02917568555335704	1.0219143232383707
NL	Reactome::Mitochondrial calcium ion transport	0.00991294971280853	1.021903457837131
NL	Reactome::IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	-0.009189059488044478	1.0218712378982402
NL	Reactome::IRAK1 recruits IKK complex	-0.009189059488044478	1.0218712378982402
NL	Reactome::Interaction With Cumulus Cells And The Zona Pellucida	0.027823180318815904	1.0218435661406167
NL	Reactome::Signaling by ALK	-0.005578493880530359	1.0217184803254673
NL	Reactome::Processing of Capped Intron-Containing Pre-mRNA	0.003793070268665485	1.0217159095420745
NL	Reactome::Transport of Mature mRNA derived from an Intron-Containing Transcript	-0.016991172452959617	1.0216711424084806
NL	Reactome::mRNA 3'-end processing	0.02330459671676846	1.0216651842831028
NL	Reactome::Nuclear RNA decay	-0.0181254807046758	1.021659865274631
NL	Reactome::Heme degradation	-0.014376267497140341	1.0216543940967706
NL	Reactome::RHOJ GTPase cycle	-0.010500403046990297	1.0215639908480925
NL	Reactome::PI-3K cascade:FGFR2	0.02574534431649888	1.0214968241785944
NL	Reactome::PI-3K cascade:FGFR4	0.03910557721262023	1.0214789133336477
NL	Reactome::AKT phosphorylates targets in the nucleus	-0.0166078419524181	1.0214120518942607
NL	Reactome::mRNA Editing	-0.008449216816198491	1.0213614855872322
NL	Reactome::Myogenesis	0.00977806340607879	1.021324393596543
NL	Reactome::Diseases of branched-chain amino acid catabolism	0.012114785847921744	1.0212932196164313
NL	Reactome::Regulation of pyruvate metabolism	-0.01851832599642734	1.0212826448082613
NL	Reactome::Potential therapeutics for SARS	0.008823873851170975	1.0212355400551798
NL	Reactome::PI-3K cascade:FGFR1	0.02775467964097226	1.0211772045027396
NL	Reactome::Signalling to ERKs	0.004677982470144619	1.021172484548367
NL	Reactome::SUMOylation of transcription cofactors	-0.0004642201460297446	1.0209935211994128
NL	Reactome::Heme signaling	0.008977594827713884	1.0208958099764263
NL	Reactome::Amino acids regulate mTORC1	0.019497404828678462	1.020863682504114
NL	Reactome::RNA Polymerase I Transcription Termination	-0.02213090870470148	1.0208556961341217
NL	Reactome::HDL remodeling	-0.024617852771276986	1.0208418530338736
NL	Reactome::O-linked glycosylation of mucins	-0.011436136942788082	1.0206816150363274
NL	Reactome::Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	-0.013125401867335207	1.0205833256779986
NL	Reactome::Signaling by Ligand-Responsive EGFR Variants in Cancer	-0.013125401867335207	1.0205833256779986
NL	Reactome::Signaling by TGFBR3	0.006019517986121231	1.0205635486975486
NL	Reactome::Signaling by MET	0.016698803886350304	1.0204983807737897
NL	Reactome::N-glycan antennae elongation in the medial/trans-Golgi	0.026121930789885534	1.0204185632326364
NL	Reactome::SWI/SNF chromatin remodelers	-0.0001690778585233196	1.0203730626585774
NL	Reactome::Keratinization	0.022966164334676832	1.0203707635948926
NL	Reactome::Mitochondrial translation termination	0.002137142704821083	1.020363953444959
NL	Hallmark::HALLMARK_ESTROGEN_RESPONSE_EARLY	0.016099555334117718	1.0203235015014027
NL	Reactome::Sensory perception of taste	0.006374548322361273	1.0203001911969327
NL	Reactome::RHO GTPases Activate WASPs and WAVEs	0.021475656535557268	1.020289681793175
NL	Hallmark::HALLMARK_PROTEIN_SECRETION	-0.03023522794616682	1.020283281561036
NL	Reactome::RHOF GTPase cycle	0.008000421763330835	1.020253915602169
NL	Reactome::MAPK6/MAPK4 signaling	-0.035467916429281404	1.020227143624552
NL	Reactome::TP53 Regulates Transcription of Death Receptors and Ligands	0.008146429807147457	1.0202188407523844
NL	Reactome::Mitochondrial tRNA aminoacylation	-0.03187923569276444	1.0201910456811223
NL	Reactome::Regulation of CDH11 Expression and Function	0.030311394548200934	1.0201781994829195
NL	Reactome::Mitochondrial protein import	0.006583553461728777	1.0201740741512346
NL	Reactome::Negative regulators of DDX58/IFIH1 signaling	0.017691515597042885	1.0201156505997773
NL	Reactome::Processing of SMDT1	0.0015058672451852453	1.0201138295661691
NL	Reactome::Interaction between L1 and Ankyrins	0.02501917688516604	1.0201061597700585
NL	Reactome::MITF-M-regulated melanocyte development	-0.0031642232896003644	1.0200621958670506
NL	Reactome::Maturation of nucleoprotein_9694631	0.03231272358939496	1.020033711790535
NL	Reactome::Class I peroxisomal membrane protein import	0.012992547028206297	1.020031114225853
